Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 Seg5Te 	 Seg6Te 	 Seg7Te 	 Seg8Te 	 Seg9Te 	 
0.09	 -0.745256	 -0.000634354	 -0.907832	 -0.713457	 -0.00112465	 -0.834403	 -0.68161	 -0.00166715	 -0.760995	 -0.649772	 -0.00219652	 -0.687584	 -0.618	 -0.00272996	 -0.614143	 -0.586227	 -0.00326122	 -0.540704	 -0.554483	 -0.0037931	 -0.467251	 -0.522755	 -0.00432791	 -0.393792	 -0.491019	 -0.00486486	 -0.320336	 -0.459325	 -0.00540444	 -0.246862	 -0.427664	 -0.0059365	 -0.173373	 1.75846	 1.75969	 1.76091	 1.76213	 1.76335	 1.76458	 1.7658	 1.76701	 1.76823	 1.76945	 
0.1	 -0.745322	 -0.000647601	 -0.907825	 -0.713453	 -0.0011253	 -0.834427	 -0.68163	 -0.00166487	 -0.761008	 -0.649787	 -0.00219742	 -0.687599	 -0.617977	 -0.00274013	 -0.614175	 -0.586181	 -0.00328025	 -0.540745	 -0.55442	 -0.00381265	 -0.4673	 -0.522706	 -0.00434433	 -0.393835	 -0.490982	 -0.00487714	 -0.320374	 -0.45929	 -0.00541161	 -0.246899	 -0.42763	 -0.00594097	 -0.17341	 1.75784	 1.75906	 1.76028	 1.7615	 1.76271	 1.76393	 1.76515	 1.76636	 1.76758	 1.76879	 
0.11	 -0.745388	 -0.000595551	 -0.907819	 -0.71341	 -0.00114852	 -0.834469	 -0.681566	 -0.00168438	 -0.76106	 -0.64976	 -0.00221885	 -0.687634	 -0.617952	 -0.00275334	 -0.614209	 -0.586178	 -0.00328745	 -0.54077	 -0.554413	 -0.00381691	 -0.467326	 -0.522683	 -0.00434907	 -0.393868	 -0.490973	 -0.00488689	 -0.320401	 -0.459265	 -0.00542004	 -0.246933	 -0.427603	 -0.00595104	 -0.173445	 1.75709	 1.7583	 1.7595	 1.76071	 1.76192	 1.76313	 1.76434	 1.76555	 1.76676	 1.76798	 
0.12	 -0.745338	 -0.000537591	 -0.907868	 -0.713418	 -0.00115727	 -0.834492	 -0.681582	 -0.00167979	 -0.76108	 -0.649779	 -0.00221616	 -0.687653	 -0.617954	 -0.0027541	 -0.614236	 -0.586162	 -0.00329381	 -0.540804	 -0.554402	 -0.00382839	 -0.467359	 -0.522661	 -0.0043623	 -0.393905	 -0.490962	 -0.00489932	 -0.320433	 -0.459249	 -0.00543034	 -0.246967	 -0.427582	 -0.00596424	 -0.173481	 1.75636	 1.75756	 1.75876	 1.75996	 1.76117	 1.76237	 1.76358	 1.76479	 1.766	 1.76722	 
0.13	 -0.745338	 -0.000563004	 -0.907904	 -0.713476	 -0.00114121	 -0.834502	 -0.681621	 -0.00167444	 -0.761098	 -0.649775	 -0.0022163	 -0.68769	 -0.617951	 -0.00275834	 -0.614272	 -0.586158	 -0.00329743	 -0.540841	 -0.554413	 -0.00383256	 -0.46739	 -0.52267	 -0.00436958	 -0.393937	 -0.490942	 -0.00490517	 -0.320477	 -0.459238	 -0.0054396	 -0.247007	 -0.427566	 -0.00597793	 -0.173524	 1.75535	 1.75654	 1.75774	 1.75893	 1.76013	 1.76133	 1.76253	 1.76373	 1.76494	 1.76615	 
0.14	 -0.745299	 -0.000624239	 -0.907969	 -0.713479	 -0.00114187	 -0.83455	 -0.681622	 -0.00168305	 -0.761146	 -0.649787	 -0.00221915	 -0.687733	 -0.617992	 -0.00275431	 -0.614303	 -0.586206	 -0.00328833	 -0.540869	 -0.554438	 -0.00382872	 -0.467427	 -0.52268	 -0.00437578	 -0.393981	 -0.490917	 -0.00491525	 -0.320537	 -0.459231	 -0.00545277	 -0.247059	 -0.427552	 -0.00598992	 -0.173579	 1.75395	 1.75513	 1.75631	 1.75749	 1.75868	 1.75987	 1.76106	 1.76226	 1.76346	 1.76467	 
0.15	 -0.74531	 -0.000642698	 -0.908031	 -0.713509	 -0.00113473	 -0.834603	 -0.681637	 -0.00168352	 -0.761206	 -0.649798	 -0.00222781	 -0.687795	 -0.617982	 -0.00277023	 -0.614374	 -0.586185	 -0.00330583	 -0.540944	 -0.554415	 -0.00384499	 -0.467503	 -0.52268	 -0.00438278	 -0.394047	 -0.490956	 -0.00491503	 -0.320586	 -0.459265	 -0.00545278	 -0.247111	 -0.427539	 -0.00599878	 -0.173651	 1.75217	 1.75335	 1.75453	 1.75572	 1.7569	 1.75809	 1.75929	 1.76049	 1.76169	 1.7629	 
0.16	 -0.745409	 -0.00066045	 -0.908074	 -0.713508	 -0.00114092	 -0.834689	 -0.681644	 -0.00169089	 -0.761289	 -0.649814	 -0.00223317	 -0.687874	 -0.617999	 -0.00277277	 -0.614452	 -0.586201	 -0.00331012	 -0.541023	 -0.554408	 -0.0038575	 -0.467593	 -0.522618	 -0.00440244	 -0.39416	 -0.490905	 -0.00493893	 -0.320694	 -0.45921	 -0.00546993	 -0.247221	 -0.427526	 -0.00600398	 -0.173742	 1.74972	 1.75089	 1.75207	 1.75325	 1.75443	 1.75561	 1.7568	 1.758	 1.7592	 1.76041	 
0.17	 -0.745505	 -0.000606601	 -0.908137	 -0.713525	 -0.00115336	 -0.834788	 -0.681661	 -0.00169635	 -0.761387	 -0.649797	 -0.00224265	 -0.687987	 -0.617961	 -0.00278301	 -0.614575	 -0.586187	 -0.00331803	 -0.541136	 -0.554421	 -0.00385508	 -0.467693	 -0.522649	 -0.00439325	 -0.394253	 -0.490935	 -0.00492847	 -0.320787	 -0.459215	 -0.00546415	 -0.247325	 -0.427515	 -0.00600574	 -0.173853	 1.74662	 1.74777	 1.74893	 1.75009	 1.75126	 1.75243	 1.75362	 1.7548	 1.756	 1.75721	 
0.18	 -0.745483	 -0.000535591	 -0.908267	 -0.713555	 -0.00115946	 -0.834896	 -0.681705	 -0.00168427	 -0.76149	 -0.649842	 -0.00222771	 -0.688089	 -0.618	 -0.0027707	 -0.614679	 -0.586213	 -0.00331196	 -0.541246	 -0.554423	 -0.00385029	 -0.467813	 -0.522653	 -0.0043924	 -0.394372	 -0.490911	 -0.00493031	 -0.320919	 -0.4592	 -0.00546665	 -0.247453	 -0.427507	 -0.0060048	 -0.173978	 1.74328	 1.74445	 1.74562	 1.7468	 1.74798	 1.74917	 1.75036	 1.75156	 1.75276	 1.75397	 
0.19	 -0.745513	 -0.000553507	 -0.908384	 -0.713612	 -0.00114718	 -0.835	 -0.681736	 -0.00167918	 -0.761605	 -0.649871	 -0.00222013	 -0.688205	 -0.618041	 -0.00276327	 -0.614791	 -0.586234	 -0.00330276	 -0.541366	 -0.554436	 -0.00384019	 -0.467937	 -0.52267	 -0.00438351	 -0.394494	 -0.490914	 -0.00492645	 -0.321047	 -0.459209	 -0.00546471	 -0.247578	 -0.427503	 -0.00600217	 -0.17411	 1.73968	 1.74087	 1.74206	 1.74325	 1.74444	 1.74564	 1.74684	 1.74804	 1.74924	 1.75045	 
0.2	 -0.745487	 -0.000623474	 -0.908525	 -0.713638	 -0.00114207	 -0.835118	 -0.681782	 -0.00167789	 -0.761714	 -0.649927	 -0.00221155	 -0.68831	 -0.618088	 -0.00275777	 -0.614899	 -0.58625	 -0.00329956	 -0.541488	 -0.554461	 -0.00383626	 -0.468055	 -0.522693	 -0.00437447	 -0.394613	 -0.490948	 -0.00491603	 -0.321162	 -0.459228	 -0.00545567	 -0.247699	 -0.427505	 -0.00599882	 -0.174238	 1.73611	 1.73731	 1.73852	 1.73973	 1.74095	 1.74216	 1.74337	 1.74458	 1.7458	 1.74701	 
0.21	 -0.745536	 -0.000642113	 -0.908624	 -0.713681	 -0.00113596	 -0.83522	 -0.681793	 -0.00168542	 -0.76183	 -0.649933	 -0.00222137	 -0.688429	 -0.618079	 -0.00276437	 -0.615024	 -0.586272	 -0.00330342	 -0.5416	 -0.554501	 -0.00383773	 -0.468159	 -0.522714	 -0.00437783	 -0.394726	 -0.490953	 -0.00492014	 -0.321281	 -0.459217	 -0.00545777	 -0.247825	 -0.427516	 -0.00599542	 -0.174355	 1.73288	 1.73412	 1.73535	 1.73659	 1.73782	 1.73905	 1.74028	 1.74151	 1.74273	 1.74395	 
0.22	 -0.745642	 -0.00065622	 -0.908688	 -0.713715	 -0.00113493	 -0.835315	 -0.681833	 -0.00168349	 -0.761923	 -0.649977	 -0.00222464	 -0.688519	 -0.618092	 -0.00276807	 -0.615128	 -0.586284	 -0.00331002	 -0.541704	 -0.554496	 -0.00384648	 -0.468271	 -0.522707	 -0.00438744	 -0.394838	 -0.490949	 -0.00492571	 -0.321392	 -0.459225	 -0.0054591	 -0.247931	 -0.427536	 -0.00599206	 -0.174455	 1.72984	 1.73109	 1.73233	 1.73357	 1.73481	 1.73605	 1.73729	 1.73852	 1.73974	 1.74096	 
0.23	 -0.745733	 -0.000601339	 -0.908745	 -0.71372	 -0.00114813	 -0.83541	 -0.681848	 -0.00168412	 -0.762014	 -0.649992	 -0.00222771	 -0.688611	 -0.618127	 -0.00276867	 -0.615211	 -0.586311	 -0.00330548	 -0.54179	 -0.554522	 -0.00384192	 -0.468357	 -0.522749	 -0.0043785	 -0.394918	 -0.491008	 -0.00491297	 -0.321464	 -0.459291	 -0.00544792	 -0.248001	 -0.427567	 -0.00598818	 -0.17454	 1.72702	 1.72825	 1.72948	 1.73072	 1.73195	 1.73318	 1.73441	 1.73563	 1.73685	 1.73807	 
0.24	 -0.745731	 -0.000515838	 -0.908835	 -0.713759	 -0.00115144	 -0.835483	 -0.681885	 -0.00167839	 -0.762087	 -0.650017	 -0.00222072	 -0.688689	 -0.618197	 -0.00275748	 -0.61527	 -0.586374	 -0.00328899	 -0.541852	 -0.554578	 -0.0038317	 -0.468422	 -0.522784	 -0.00437421	 -0.394992	 -0.491032	 -0.00491098	 -0.321544	 -0.459327	 -0.00544532	 -0.248075	 -0.427607	 -0.00598269	 -0.174612	 1.72457	 1.7258	 1.72703	 1.72826	 1.72949	 1.73071	 1.73194	 1.73316	 1.73438	 1.7356	 
0.25	 -0.745707	 -0.000552393	 -0.908932	 -0.713848	 -0.00113435	 -0.83553	 -0.681976	 -0.0016623	 -0.762133	 -0.650081	 -0.00220552	 -0.688747	 -0.618238	 -0.00274789	 -0.615338	 -0.586413	 -0.00328459	 -0.541921	 -0.554619	 -0.00382702	 -0.468491	 -0.522835	 -0.00436795	 -0.395056	 -0.491085	 -0.00489955	 -0.321607	 -0.459379	 -0.00543418	 -0.248138	 -0.427656	 -0.00597426	 -0.174677	 1.72213	 1.72334	 1.72456	 1.72577	 1.72698	 1.7282	 1.72941	 1.73063	 1.73184	 1.73306	 
0.26	 -0.745717	 -0.000626481	 -0.909016	 -0.713877	 -0.00112839	 -0.835605	 -0.681982	 -0.00167188	 -0.762219	 -0.65011	 -0.00221115	 -0.688822	 -0.618268	 -0.00274511	 -0.615413	 -0.586491	 -0.00327629	 -0.541975	 -0.554695	 -0.00381092	 -0.468546	 -0.522907	 -0.00435224	 -0.395113	 -0.491148	 -0.00488662	 -0.321667	 -0.459427	 -0.00542261	 -0.248206	 -0.427712	 -0.00596186	 -0.174741	 1.71965	 1.72085	 1.72205	 1.72326	 1.72446	 1.72567	 1.72688	 1.72809	 1.7293	 1.73051	 
0.27	 -0.745742	 -0.000645656	 -0.909098	 -0.713896	 -0.00112461	 -0.83569	 -0.682013	 -0.0016704	 -0.762299	 -0.650169	 -0.00220569	 -0.68889	 -0.618318	 -0.00274099	 -0.615485	 -0.586528	 -0.00327627	 -0.542053	 -0.55472	 -0.00381161	 -0.468628	 -0.522932	 -0.00434956	 -0.395195	 -0.491205	 -0.00488386	 -0.321736	 -0.459483	 -0.00541295	 -0.248275	 -0.427775	 -0.00594534	 -0.174807	 1.71718	 1.71839	 1.7196	 1.72081	 1.72202	 1.72323	 1.72445	 1.72566	 1.72687	 1.72809	 
0.28	 -0.745868	 -0.000635082	 -0.909143	 -0.713932	 -0.00112	 -0.835774	 -0.682066	 -0.00166369	 -0.762375	 -0.650206	 -0.00219965	 -0.688974	 -0.618351	 -0.00274101	 -0.61557	 -0.586534	 -0.00327746	 -0.54215	 -0.55475	 -0.00380834	 -0.468715	 -0.522978	 -0.00433581	 -0.395275	 -0.49127	 -0.0048666	 -0.321808	 -0.459551	 -0.00539298	 -0.248345	 -0.427842	 -0.00592587	 -0.174878	 1.71435	 1.71555	 1.71676	 1.71796	 1.71917	 1.72037	 1.72158	 1.72279	 1.724	 1.72521	 
0.29	 -0.745955	 -0.000580102	 -0.909211	 -0.713942	 -0.00113422	 -0.835876	 -0.682097	 -0.00166218	 -0.762468	 -0.65024	 -0.00218896	 -0.689065	 -0.618418	 -0.0027208	 -0.615647	 -0.586614	 -0.00325128	 -0.542221	 -0.554843	 -0.00378045	 -0.468781	 -0.523061	 -0.0043146	 -0.395345	 -0.491302	 -0.00485107	 -0.3219	 -0.459592	 -0.00538005	 -0.248434	 -0.427912	 -0.00590606	 -0.174954	 1.7113	 1.7125	 1.7137	 1.7149	 1.7161	 1.7173	 1.71851	 1.71972	 1.72093	 1.72214	 
0.3	 -0.745955	 -0.000495965	 -0.909321	 -0.714028	 -0.00112489	 -0.83595	 -0.682176	 -0.0016394	 -0.762545	 -0.650307	 -0.00217204	 -0.689147	 -0.618459	 -0.00270878	 -0.61574	 -0.586654	 -0.00324181	 -0.542315	 -0.554897	 -0.0037643	 -0.468869	 -0.52316	 -0.00429276	 -0.395414	 -0.491395	 -0.00482275	 -0.321971	 -0.45969	 -0.00535664	 -0.248502	 -0.427983	 -0.00588954	 -0.175034	 1.70825	 1.70945	 1.71066	 1.71187	 1.71307	 1.71428	 1.71549	 1.7167	 1.71791	 1.71913	 
0.31	 -0.74593	 -0.000540043	 -0.909446	 -0.714082	 -0.00111401	 -0.83604	 -0.682223	 -0.00163154	 -0.762638	 -0.650395	 -0.00215893	 -0.689223	 -0.618559	 -0.00269027	 -0.61581	 -0.586746	 -0.00322303	 -0.542389	 -0.554957	 -0.0037539	 -0.468956	 -0.523191	 -0.00428942	 -0.395514	 -0.491436	 -0.00482284	 -0.322067	 -0.459743	 -0.0053536	 -0.248593	 -0.428056	 -0.00588007	 -0.175117	 1.70497	 1.70617	 1.70736	 1.70856	 1.70976	 1.71096	 1.71216	 1.71337	 1.71458	 1.71579	 
0.32	 -0.745973	 -0.00063363	 -0.909543	 -0.714127	 -0.00110515	 -0.836136	 -0.682248	 -0.00164284	 -0.762742	 -0.650423	 -0.00217154	 -0.689326	 -0.618592	 -0.00269998	 -0.615911	 -0.586796	 -0.003225	 -0.542482	 -0.555034	 -0.00375372	 -0.469038	 -0.523269	 -0.00428185	 -0.395596	 -0.491552	 -0.00481404	 -0.322132	 -0.459837	 -0.00534529	 -0.248668	 -0.42813	 -0.00588026	 -0.1752	 1.70178	 1.70298	 1.70419	 1.70539	 1.7066	 1.70781	 1.70902	 1.71023	 1.71144	 1.71265	 
0.33	 -0.746011	 -0.000646536	 -0.909643	 -0.714177	 -0.00110555	 -0.83623	 -0.682312	 -0.00164546	 -0.762831	 -0.650475	 -0.00217725	 -0.689419	 -0.618637	 -0.00270976	 -0.616009	 -0.586846	 -0.00323994	 -0.542577	 -0.555083	 -0.00377434	 -0.469134	 -0.523306	 -0.00430409	 -0.395696	 -0.491595	 -0.0048329	 -0.32223	 -0.459888	 -0.0053592	 -0.248762	 -0.428206	 -0.00589029	 -0.175284	 1.69868	 1.6999	 1.70112	 1.70234	 1.70356	 1.70478	 1.706	 1.70721	 1.70843	 1.70965	 
0.34	 -0.746152	 -0.000602888	 -0.909699	 -0.714228	 -0.00111386	 -0.836325	 -0.682353	 -0.00165687	 -0.76293	 -0.650493	 -0.00219539	 -0.689529	 -0.618672	 -0.00272614	 -0.616111	 -0.586906	 -0.00325472	 -0.542669	 -0.555136	 -0.00378738	 -0.469228	 -0.523372	 -0.0043232	 -0.395785	 -0.491643	 -0.00485227	 -0.322327	 -0.459957	 -0.00537985	 -0.24885	 -0.428285	 -0.00590733	 -0.175367	 1.69538	 1.69659	 1.69781	 1.69903	 1.70024	 1.70146	 1.70268	 1.70389	 1.70511	 1.70632	 
0.35	 -0.746223	 -0.000562532	 -0.909787	 -0.714244	 -0.00113213	 -0.836437	 -0.682418	 -0.00165906	 -0.763021	 -0.650568	 -0.00219628	 -0.689615	 -0.618763	 -0.00273092	 -0.616191	 -0.586975	 -0.00326427	 -0.542758	 -0.55519	 -0.00379745	 -0.469324	 -0.523456	 -0.00433232	 -0.395868	 -0.49174	 -0.00485933	 -0.322404	 -0.460068	 -0.00539116	 -0.248921	 -0.428369	 -0.00592593	 -0.17545	 1.69209	 1.69331	 1.69453	 1.69575	 1.69698	 1.6982	 1.69942	 1.70063	 1.70185	 1.70307	 
0.36	 -0.746229	 -0.000502297	 -0.909905	 -0.714313	 -0.00113576	 -0.836529	 -0.682475	 -0.00166015	 -0.763118	 -0.650629	 -0.00219752	 -0.689711	 -0.61884	 -0.002734	 -0.616278	 -0.587057	 -0.00326734	 -0.542843	 -0.555287	 -0.0038032	 -0.469403	 -0.523544	 -0.00433929	 -0.395951	 -0.491828	 -0.00487237	 -0.322487	 -0.460147	 -0.00540519	 -0.249009	 -0.428457	 -0.00593965	 -0.175534	 1.68872	 1.68994	 1.69116	 1.69239	 1.69361	 1.69483	 1.69605	 1.69727	 1.69849	 1.6997	 
0.37	 -0.746183	 -0.000557901	 -0.910049	 -0.714405	 -0.00112508	 -0.836612	 -0.682556	 -0.00165793	 -0.763206	 -0.650722	 -0.00219418	 -0.689793	 -0.618906	 -0.00273391	 -0.616373	 -0.587127	 -0.00327109	 -0.542937	 -0.555373	 -0.00380825	 -0.46949	 -0.523617	 -0.00434378	 -0.396044	 -0.491902	 -0.00488062	 -0.322579	 -0.460205	 -0.00541193	 -0.249107	 -0.428549	 -0.00594345	 -0.175618	 1.68509	 1.68629	 1.68749	 1.68869	 1.68989	 1.6911	 1.6923	 1.69351	 1.69472	 1.69593	 
0.38	 -0.746238	 -0.000670803	 -0.910151	 -0.714445	 -0.00111643	 -0.836721	 -0.682594	 -0.00166349	 -0.763316	 -0.650784	 -0.00219796	 -0.689893	 -0.618951	 -0.00273623	 -0.61648	 -0.587188	 -0.00327349	 -0.543037	 -0.555453	 -0.00380333	 -0.469581	 -0.523716	 -0.00433411	 -0.396127	 -0.492012	 -0.00486856	 -0.322658	 -0.460305	 -0.00540151	 -0.24919	 -0.428643	 -0.00593595	 -0.175703	 1.68162	 1.68282	 1.68402	 1.68522	 1.68643	 1.68764	 1.68884	 1.69005	 1.69126	 1.69248	 
0.39	 -0.746365	 -0.000647615	 -0.910223	 -0.714463	 -0.00111466	 -0.83684	 -0.682623	 -0.00166403	 -0.76343	 -0.650832	 -0.00219703	 -0.689999	 -0.619023	 -0.00272985	 -0.616576	 -0.587259	 -0.00326439	 -0.543133	 -0.555511	 -0.00379417	 -0.469683	 -0.523778	 -0.00432886	 -0.396227	 -0.492073	 -0.00486284	 -0.322759	 -0.460391	 -0.00539326	 -0.249281	 -0.428739	 -0.00592067	 -0.175789	 1.67811	 1.6793	 1.68051	 1.68171	 1.68291	 1.68412	 1.68533	 1.68654	 1.68775	 1.68896	 
0.4	 -0.746456	 -0.000560297	 -0.91031	 -0.714524	 -0.00111539	 -0.83694	 -0.682717	 -0.00164448	 -0.763516	 -0.6509	 -0.00217844	 -0.690096	 -0.619093	 -0.00271629	 -0.616672	 -0.587301	 -0.00325285	 -0.543242	 -0.555557	 -0.00378599	 -0.46979	 -0.523846	 -0.00431707	 -0.396325	 -0.49215	 -0.0048459	 -0.322852	 -0.460495	 -0.00537512	 -0.249363	 -0.428835	 -0.00590554	 -0.175875	 1.67453	 1.67573	 1.67694	 1.67814	 1.67934	 1.68055	 1.68176	 1.68297	 1.68418	 1.68539	 
0.41	 -0.746523	 -0.000518109	 -0.910405	 -0.714583	 -0.00111932	 -0.83704	 -0.682762	 -0.00164079	 -0.763622	 -0.650929	 -0.0021738	 -0.690209	 -0.619158	 -0.0027043	 -0.616769	 -0.587399	 -0.00322967	 -0.543324	 -0.555682	 -0.00376141	 -0.469861	 -0.523959	 -0.00429461	 -0.396401	 -0.492241	 -0.0048296	 -0.322938	 -0.460585	 -0.00536467	 -0.249449	 -0.428931	 -0.00590073	 -0.175959	 1.67121	 1.67242	 1.67365	 1.67487	 1.67609	 1.67731	 1.67853	 1.67974	 1.68096	 1.68218	 
