Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 
(s)	 (m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(N) 	(N) 	(N) 	(N) 	(N) 	
0	 0.381	 -0.678	 -0.99	 0.377669	 -0.67177	 -0.973767	 0.374392	 -0.665513	 -0.957535	 0.371182	 -0.659226	 -0.9413	 0.367887	 -0.652972	 -0.92507	 0.364491	 -0.646761	 -0.908844	 1.72466	 1.72464	 1.72462	 1.7246	 1.72458	 
0.01	 0.381	 -0.678	 -0.99	 0.377624	 -0.67175	 -0.973785	 0.374418	 -0.665505	 -0.957533	 0.371213	 -0.659246	 -0.941287	 0.367869	 -0.652983	 -0.925071	 0.364504	 -0.646733	 -0.908854	 1.72463	 1.72461	 1.72457	 1.72455	 1.72452	 
0.02	 0.381	 -0.678	 -0.99	 0.377693	 -0.671727	 -0.97378	 0.374425	 -0.665476	 -0.957543	 0.37115	 -0.659261	 -0.941294	 0.36785	 -0.653014	 -0.925063	 0.364555	 -0.646716	 -0.908851	 1.72461	 1.72458	 1.72456	 1.72451	 1.72448	 
0.03	 0.381	 -0.678	 -0.99	 0.377795	 -0.671711	 -0.973766	 0.374425	 -0.665487	 -0.957541	 0.371074	 -0.659267	 -0.941311	 0.367848	 -0.653005	 -0.925072	 0.364618	 -0.646737	 -0.908836	 1.72447	 1.72444	 1.7244	 1.72437	 1.72434	 
0.04	 0.381	 -0.678	 -0.99	 0.377777	 -0.671749	 -0.973758	 0.374451	 -0.665503	 -0.957534	 0.371066	 -0.659246	 -0.941327	 0.367798	 -0.65299	 -0.925096	 0.364631	 -0.64675	 -0.908839	 1.72414	 1.72411	 1.7241	 1.72404	 1.72406	 
0.05	 0.381	 -0.678	 -0.99	 0.377731	 -0.671794	 -0.973753	 0.374468	 -0.665506	 -0.957537	 0.371174	 -0.659224	 -0.941325	 0.367882	 -0.652993	 -0.925093	 0.364618	 -0.646757	 -0.908857	 1.72364	 1.72361	 1.72358	 1.72354	 1.72353	 
0.06	 0.381	 -0.678	 -0.99	 0.377672	 -0.671771	 -0.973779	 0.374412	 -0.665513	 -0.957555	 0.371227	 -0.659233	 -0.941325	 0.367938	 -0.652987	 -0.925102	 0.364533	 -0.646776	 -0.908891	 1.72298	 1.72295	 1.72293	 1.7229	 1.72289	 
0.07	 0.381	 -0.678	 -0.99	 0.377637	 -0.671738	 -0.973804	 0.374436	 -0.665504	 -0.957566	 0.371243	 -0.659262	 -0.941328	 0.367913	 -0.653008	 -0.925123	 0.364551	 -0.646766	 -0.908921	 1.72215	 1.72212	 1.72209	 1.72206	 1.72204	 
0.08	 0.381	 -0.678	 -0.99	 0.377713	 -0.671734	 -0.973797	 0.374459	 -0.665492	 -0.957579	 0.371179	 -0.659286	 -0.941353	 0.367891	 -0.65304	 -0.925144	 0.364632	 -0.646739	 -0.90895	 1.72116	 1.72113	 1.7211	 1.72106	 1.72103	 
0.09	 0.381	 -0.678	 -0.99	 0.377818	 -0.671734	 -0.973784	 0.374446	 -0.665517	 -0.957588	 0.371091	 -0.659298	 -0.941389	 0.367883	 -0.653036	 -0.925177	 0.364676	 -0.646768	 -0.908968	 1.72012	 1.7201	 1.72007	 1.72004	 1.72001	 
0.1	 0.381	 -0.678	 -0.99	 0.377797	 -0.671757	 -0.973787	 0.374483	 -0.665521	 -0.957594	 0.371121	 -0.659268	 -0.941418	 0.367879	 -0.653025	 -0.925214	 0.364718	 -0.646809	 -0.908983	 1.71902	 1.71898	 1.71897	 1.71892	 1.71894	 
0.11	 0.381	 -0.678	 -0.99	 0.3777	 -0.671799	 -0.973798	 0.374454	 -0.665519	 -0.957617	 0.37118	 -0.659253	 -0.941435	 0.367889	 -0.65305	 -0.925234	 0.364639	 -0.646837	 -0.909027	 1.71789	 1.71787	 1.71786	 1.71782	 1.7178	 
0.12	 0.381	 -0.678	 -0.99	 0.377681	 -0.671786	 -0.973815	 0.37445	 -0.665536	 -0.957626	 0.371297	 -0.659271	 -0.941428	 0.368014	 -0.65304	 -0.925243	 0.364602	 -0.646834	 -0.909075	 1.71682	 1.71679	 1.71678	 1.71676	 1.71676	 
0.13	 0.381	 -0.678	 -0.99	 0.377655	 -0.671753	 -0.973841	 0.374449	 -0.665545	 -0.957639	 0.371261	 -0.659315	 -0.941443	 0.367947	 -0.653057	 -0.925282	 0.364587	 -0.646819	 -0.909123	 1.71572	 1.71569	 1.71567	 1.71564	 1.71563	 
0.14	 0.381	 -0.678	 -0.99	 0.377738	 -0.671744	 -0.973836	 0.374493	 -0.665521	 -0.957656	 0.371201	 -0.659336	 -0.941471	 0.367925	 -0.653103	 -0.925301	 0.364708	 -0.646814	 -0.909142	 1.71457	 1.71455	 1.71453	 1.71449	 1.71446	 
0.15	 0.381	 -0.678	 -0.99	 0.377842	 -0.671746	 -0.973823	 0.374471	 -0.665533	 -0.957673	 0.37111	 -0.659335	 -0.941515	 0.367915	 -0.653106	 -0.925336	 0.364735	 -0.646856	 -0.909162	 1.71344	 1.71341	 1.71338	 1.71335	 1.71332	 
0.16	 0.381	 -0.678	 -0.99	 0.377807	 -0.671782	 -0.973824	 0.374493	 -0.665564	 -0.957674	 0.371147	 -0.659315	 -0.941541	 0.367913	 -0.653084	 -0.92538	 0.364739	 -0.646895	 -0.909191	 1.71219	 1.71216	 1.71215	 1.71208	 1.71209	 
0.17	 0.381	 -0.678	 -0.99	 0.377699	 -0.67183	 -0.973837	 0.374499	 -0.665567	 -0.95769	 0.37126	 -0.659302	 -0.941551	 0.367957	 -0.653099	 -0.925402	 0.364688	 -0.646901	 -0.909243	 1.71091	 1.71088	 1.71086	 1.71082	 1.7108	 
0.18	 0.381	 -0.678	 -0.99	 0.377664	 -0.671801	 -0.973864	 0.37445	 -0.665565	 -0.957719	 0.37132	 -0.659325	 -0.941558	 0.368042	 -0.653113	 -0.925416	 0.364632	 -0.646911	 -0.909297	 1.70964	 1.70961	 1.7096	 1.70957	 1.70958	 
0.19	 0.381	 -0.678	 -0.99	 0.37767	 -0.671743	 -0.973895	 0.374444	 -0.66556	 -0.957741	 0.371259	 -0.659367	 -0.941582	 0.367981	 -0.653134	 -0.925457	 0.364643	 -0.646915	 -0.90934	 1.70833	 1.70829	 1.70827	 1.70824	 1.70824	 
0.2	 0.381	 -0.678	 -0.99	 0.377766	 -0.671751	 -0.973882	 0.374518	 -0.66555	 -0.957748	 0.371204	 -0.659386	 -0.941614	 0.367942	 -0.653172	 -0.925488	 0.364776	 -0.646902	 -0.909366	 1.707	 1.70698	 1.70696	 1.70693	 1.7069	 
0.21	 0.381	 -0.678	 -0.99	 0.377862	 -0.671786	 -0.973859	 0.374501	 -0.665578	 -0.957761	 0.371132	 -0.65938	 -0.94166	 0.367942	 -0.653163	 -0.925531	 0.364793	 -0.646924	 -0.909403	 1.70567	 1.70564	 1.70561	 1.70558	 1.70556	 
0.22	 0.381	 -0.678	 -0.99	 0.377809	 -0.671812	 -0.97387	 0.374503	 -0.665608	 -0.95777	 0.371191	 -0.659358	 -0.941689	 0.367968	 -0.653138	 -0.925578	 0.364763	 -0.646977	 -0.909442	 1.70417	 1.70412	 1.70411	 1.70404	 1.70403	 
0.23	 0.381	 -0.678	 -0.99	 0.377674	 -0.671835	 -0.973901	 0.37451	 -0.66559	 -0.957799	 0.371315	 -0.659345	 -0.941705	 0.368005	 -0.653166	 -0.925609	 0.36472	 -0.646997	 -0.909503	 1.70249	 1.70246	 1.70242	 1.70238	 1.70235	 
0.24	 0.381	 -0.678	 -0.99	 0.377655	 -0.671809	 -0.973928	 0.374463	 -0.665589	 -0.957837	 0.371341	 -0.659386	 -0.941726	 0.368054	 -0.653202	 -0.925641	 0.364649	 -0.647	 -0.909587	 1.70054	 1.7005	 1.70048	 1.70042	 1.70045	 
0.25	 0.381	 -0.678	 -0.99	 0.377734	 -0.67176	 -0.973948	 0.374495	 -0.665607	 -0.957858	 0.371301	 -0.659437	 -0.941764	 0.368053	 -0.653208	 -0.925706	 0.364726	 -0.646991	 -0.909658	 1.69818	 1.69815	 1.69813	 1.69807	 1.69808	 
0.26	 0.381	 -0.678	 -0.99	 0.377793	 -0.671781	 -0.973947	 0.374522	 -0.665612	 -0.957888	 0.371173	 -0.659462	 -0.941838	 0.367931	 -0.653254	 -0.925789	 0.364819	 -0.647009	 -0.909728	 1.69552	 1.69549	 1.69546	 1.69543	 1.69542	 
0.27	 0.381	 -0.678	 -0.99	 0.377866	 -0.671823	 -0.973938	 0.374535	 -0.665621	 -0.957925	 0.371173	 -0.659442	 -0.94191	 0.36799	 -0.653269	 -0.925857	 0.364875	 -0.647065	 -0.909802	 1.69257	 1.69254	 1.6925	 1.69246	 1.69245	 
0.28	 0.381	 -0.678	 -0.99	 0.377787	 -0.671843	 -0.973968	 0.374491	 -0.665656	 -0.957966	 0.371232	 -0.65943	 -0.941971	 0.368019	 -0.653255	 -0.925947	 0.36477	 -0.647142	 -0.909907	 1.68938	 1.68934	 1.68933	 1.68926	 1.68924	 
0.29	 0.381	 -0.678	 -0.99	 0.377655	 -0.671858	 -0.974012	 0.374526	 -0.665659	 -0.958003	 0.371385	 -0.659446	 -0.942002	 0.368073	 -0.653287	 -0.926014	 0.364752	 -0.647157	 -0.910018	 1.68625	 1.68622	 1.68619	 1.68616	 1.68612	 
0.3	 0.381	 -0.678	 -0.99	 0.377659	 -0.671836	 -0.974041	 0.374498	 -0.665653	 -0.958053	 0.371375	 -0.659499	 -0.942047	 0.368088	 -0.653341	 -0.926076	 0.364724	 -0.647142	 -0.910136	 1.68327	 1.68324	 1.68323	 1.68317	 1.6832	 
0.31	 0.381	 -0.678	 -0.99	 0.377784	 -0.671788	 -0.974054	 0.374495	 -0.665673	 -0.958085	 0.37126	 -0.659553	 -0.942107	 0.368057	 -0.653359	 -0.926151	 0.364791	 -0.647158	 -0.910211	 1.68058	 1.68056	 1.68056	 1.68052	 1.68052	 
0.32	 0.381	 -0.678	 -0.99	 0.377856	 -0.67181	 -0.974047	 0.374568	 -0.665682	 -0.958098	 0.371195	 -0.659555	 -0.942168	 0.367983	 -0.65338	 -0.926222	 0.364906	 -0.647197	 -0.910254	 1.67835	 1.67833	 1.67834	 1.67832	 1.67833	 
0.33	 0.381	 -0.678	 -0.99	 0.377847	 -0.671881	 -0.974035	 0.374569	 -0.665692	 -0.958122	 0.371224	 -0.659525	 -0.942214	 0.36801	 -0.653398	 -0.926264	 0.364895	 -0.647246	 -0.910305	 1.67644	 1.67641	 1.67642	 1.67639	 1.67642	 
0.34	 0.381	 -0.678	 -0.99	 0.377749	 -0.671895	 -0.974061	 0.374493	 -0.665726	 -0.958148	 0.371309	 -0.659521	 -0.942234	 0.368083	 -0.653381	 -0.926303	 0.364757	 -0.647296	 -0.910373	 1.67478	 1.67477	 1.67476	 1.67474	 1.67471	 
0.35	 0.381	 -0.678	 -0.99	 0.377637	 -0.671869	 -0.974105	 0.374508	 -0.66573	 -0.958165	 0.371408	 -0.659558	 -0.942233	 0.368105	 -0.653409	 -0.926333	 0.364734	 -0.647303	 -0.91043	 1.67329	 1.67327	 1.67324	 1.67322	 1.6732	 
0.36	 0.381	 -0.678	 -0.99	 0.377677	 -0.671842	 -0.974118	 0.374517	 -0.665703	 -0.958197	 0.371346	 -0.659608	 -0.942261	 0.368061	 -0.653475	 -0.926362	 0.364776	 -0.647279	 -0.910489	 1.67167	 1.67163	 1.67161	 1.67154	 1.67154	 
0.37	 0.381	 -0.678	 -0.99	 0.377847	 -0.671818	 -0.974106	 0.374512	 -0.665716	 -0.958218	 0.371208	 -0.659637	 -0.942315	 0.368034	 -0.653486	 -0.926414	 0.364842	 -0.647301	 -0.91053	 1.66993	 1.66989	 1.66987	 1.66982	 1.66978	 
0.38	 0.381	 -0.678	 -0.99	 0.377881	 -0.67185	 -0.9741	 0.374551	 -0.665746	 -0.958225	 0.371172	 -0.659616	 -0.942371	 0.367994	 -0.653468	 -0.926483	 0.364915	 -0.647351	 -0.910563	 1.66807	 1.66803	 1.66801	 1.66795	 1.66798	 
0.39	 0.381	 -0.678	 -0.99	 0.377768	 -0.671927	 -0.974107	 0.374546	 -0.665753	 -0.958251	 0.371254	 -0.659582	 -0.942408	 0.367998	 -0.653483	 -0.926531	 0.364843	 -0.647385	 -0.910632	 1.66612	 1.66608	 1.66609	 1.66602	 1.66604	 
0.4	 0.381	 -0.678	 -0.99	 0.377696	 -0.67192	 -0.974136	 0.374509	 -0.665755	 -0.958282	 0.3714	 -0.659581	 -0.942415	 0.368138	 -0.653474	 -0.926553	 0.364741	 -0.647387	 -0.910712	 1.66445	 1.66444	 1.66443	 1.66442	 1.66442	 
0.41	 0.381	 -0.678	 -0.99	 0.377658	 -0.671852	 -0.974179	 0.374486	 -0.665758	 -0.958302	 0.371385	 -0.659635	 -0.942423	 0.368107	 -0.653487	 -0.926589	 0.364705	 -0.647375	 -0.910766	 1.66328	 1.66325	 1.66326	 1.66324	 1.66329	 
0.42	 0.381	 -0.678	 -0.99	 0.377749	 -0.671829	 -0.974173	 0.374558	 -0.665727	 -0.958306	 0.371304	 -0.659663	 -0.942438	 0.368039	 -0.653528	 -0.9266	 0.364853	 -0.647336	 -0.910768	 1.66278	 1.66277	 1.66278	 1.66277	 1.66274	 
0.43	 0.381	 -0.678	 -0.99	 0.377878	 -0.671855	 -0.974134	 0.374521	 -0.665734	 -0.958306	 0.371138	 -0.659651	 -0.942469	 0.367965	 -0.653526	 -0.926605	 0.364865	 -0.647344	 -0.910748	 1.66321	 1.6632	 1.6632	 1.6632	 1.66319	 
0.44	 0.381	 -0.678	 -0.99	 0.377873	 -0.671891	 -0.974113	 0.374528	 -0.665774	 -0.958273	 0.371187	 -0.65961	 -0.94245	 0.368013	 -0.653472	 -0.926584	 0.364854	 -0.647394	 -0.910691	 1.66433	 1.66431	 1.66432	 1.66427	 1.66429	 
0.45	 0.381	 -0.678	 -0.99	 0.377687	 -0.671929	 -0.974124	 0.37452	 -0.665767	 -0.958254	 0.371314	 -0.659578	 -0.942402	 0.368011	 -0.653469	 -0.926539	 0.364745	 -0.647404	 -0.910651	 1.66592	 1.6659	 1.66591	 1.66586	 1.66585	 
0.46	 0.381	 -0.678	 -0.99	 0.37761	 -0.671903	 -0.974138	 0.374458	 -0.665739	 -0.958253	 0.37136	 -0.6596	 -0.942347	 0.368047	 -0.653501	 -0.92647	 0.364634	 -0.647374	 -0.910625	 1.66769	 1.66765	 1.66765	 1.6676	 1.66763	 
0.47	 0.381	 -0.678	 -0.99	 0.377709	 -0.67182	 -0.974139	 0.37446	 -0.665737	 -0.958233	 0.371299	 -0.65965	 -0.94231	 0.368053	 -0.653497	 -0.92643	 0.364675	 -0.647344	 -0.910578	 1.66906	 1.66902	 1.66902	 1.66893	 1.66899	 
0.48	 0.381	 -0.678	 -0.99	 0.377806	 -0.671818	 -0.974114	 0.374518	 -0.665738	 -0.958208	 0.371156	 -0.659666	 -0.942314	 0.367915	 -0.653509	 -0.926428	 0.364792	 -0.647331	 -0.910527	 1.66995	 1.66992	 1.66988	 1.66985	 1.66983	 
0.49	 0.381	 -0.678	 -0.99	 0.37786	 -0.671888	 -0.974074	 0.374521	 -0.665737	 -0.958203	 0.371095	 -0.65962	 -0.942338	 0.367881	 -0.653508	 -0.926427	 0.36481	 -0.647349	 -0.910506	 1.67028	 1.67024	 1.67022	 1.67016	 1.67019	 
0.5	 0.381	 -0.678	 -0.99	 0.377791	 -0.671917	 -0.974077	 0.374457	 -0.665767	 -0.958207	 0.371173	 -0.659584	 -0.942339	 0.367958	 -0.653472	 -0.92643	 0.364686	 -0.647415	 -0.910512	 1.67009	 1.67005	 1.67002	 1.66996	 1.66993	 
0.51	 0.381	 -0.678	 -0.99	 0.377619	 -0.671906	 -0.97412	 0.374458	 -0.66577	 -0.958211	 0.371321	 -0.659592	 -0.942314	 0.367991	 -0.653477	 -0.926432	 0.364599	 -0.647428	 -0.910538	 1.66973	 1.66969	 1.66966	 1.66962	 1.66959	 
0.52	 0.381	 -0.678	 -0.99	 0.377594	 -0.671881	 -0.974139	 0.374459	 -0.665743	 -0.958229	 0.371323	 -0.659644	 -0.942306	 0.367968	 -0.653537	 -0.92643	 0.364574	 -0.647378	 -0.910583	 1.66919	 1.66915	 1.66913	 1.66905	 1.66907	 
0.53	 0.381	 -0.678	 -0.99	 0.377768	 -0.671834	 -0.974127	 0.374446	 -0.665758	 -0.958238	 0.37118	 -0.659701	 -0.942331	 0.367953	 -0.653554	 -0.92645	 0.364659	 -0.647365	 -0.9106	 1.66832	 1.66828	 1.66827	 1.66818	 1.66818	 
0.54	 0.381	 -0.678	 -0.99	 0.377857	 -0.671846	 -0.974114	 0.374475	 -0.665788	 -0.958241	 0.371046	 -0.659706	 -0.942387	 0.367843	 -0.653557	 -0.926512	 0.364746	 -0.647428	 -0.910609	 1.66695	 1.6669	 1.66688	 1.66682	 1.66682	 
0.55	 0.381	 -0.678	 -0.99	 0.377803	 -0.671931	 -0.974111	 0.374506	 -0.665785	 -0.958272	 0.371103	 -0.659657	 -0.942448	 0.367844	 -0.653585	 -0.926574	 0.364746	 -0.647499	 -0.910672	 1.66441	 1.66435	 1.66433	 1.66421	 1.66429	 
0.56	 0.381	 -0.678	 -0.99	 0.377691	 -0.671965	 -0.974149	 0.374426	 -0.665815	 -0.958334	 0.371226	 -0.659659	 -0.942508	 0.367949	 -0.653601	 -0.926661	 0.364576	 -0.647566	 -0.910826	 1.6604	 1.66035	 1.66029	 1.66021	 1.66017	 
0.57	 0.381	 -0.678	 -0.99	 0.377611	 -0.671919	 -0.974224	 0.374437	 -0.665848	 -0.958398	 0.371354	 -0.659727	 -0.942576	 0.368035	 -0.65362	 -0.926796	 0.364553	 -0.647579	 -0.911025	 1.6549	 1.65483	 1.65478	 1.65469	 1.65471	 
0.58	 0.381	 -0.678	 -0.99	 0.37764	 -0.671888	 -0.974279	 0.374468	 -0.665834	 -0.958496	 0.371258	 -0.659805	 -0.942712	 0.367928	 -0.653704	 -0.926982	 0.364635	 -0.647557	 -0.911261	 1.64804	 1.64798	 1.6479	 1.6478	 1.64778	 
0.59	 0.381	 -0.678	 -0.99	 0.377849	 -0.671886	 -0.974289	 0.374504	 -0.66583	 -0.958596	 0.371133	 -0.659831	 -0.942886	 0.367935	 -0.653759	 -0.927169	 0.364798	 -0.647602	 -0.911473	 1.64069	 1.64065	 1.64062	 1.64055	 1.6405	 
0.6	 0.381	 -0.678	 -0.99	 0.377908	 -0.671918	 -0.974314	 0.374503	 -0.665874	 -0.958679	 0.371099	 -0.659805	 -0.943053	 0.367946	 -0.653739	 -0.927374	 0.364832	 -0.647714	 -0.911671	 1.63378	 1.63374	 1.63372	 1.63367	 1.63369	 
0.61	 0.381	 -0.678	 -0.99	 0.37772	 -0.671995	 -0.974365	 0.374501	 -0.665904	 -0.95875	 0.371231	 -0.659781	 -0.943158	 0.367947	 -0.653751	 -0.927533	 0.364737	 -0.647779	 -0.91187	 1.62795	 1.62794	 1.628	 1.62793	 1.62796	 
0.62	 0.381	 -0.678	 -0.99	 0.377606	 -0.67201	 -0.974411	 0.374489	 -0.665902	 -0.95881	 0.371402	 -0.659811	 -0.943197	 0.36807	 -0.653791	 -0.927606	 0.364654	 -0.647755	 -0.912038	 1.62405	 1.62405	 1.62409	 1.62412	 1.62414	 
0.63	 0.381	 -0.678	 -0.99	 0.377679	 -0.671923	 -0.974445	 0.374456	 -0.665914	 -0.958843	 0.371345	 -0.659897	 -0.943221	 0.368086	 -0.653817	 -0.927653	 0.364652	 -0.647734	 -0.912124	 1.62184	 1.62183	 1.62193	 1.62189	 1.62202	 
0.64	 0.381	 -0.678	 -0.99	 0.377823	 -0.671879	 -0.974437	 0.374541	 -0.665902	 -0.95884	 0.37121	 -0.659922	 -0.943255	 0.367986	 -0.653831	 -0.927689	 0.364838	 -0.647729	 -0.912112	 1.62114	 1.62115	 1.6212	 1.62122	 1.62121	 
0.65	 0.381	 -0.678	 -0.99	 0.377875	 -0.671955	 -0.974395	 0.374547	 -0.665891	 -0.958839	 0.371095	 -0.659871	 -0.943294	 0.367884	 -0.653847	 -0.927698	 0.364878	 -0.647765	 -0.912083	 1.62143	 1.62141	 1.62146	 1.62145	 1.62155	 
0.66	 0.381	 -0.678	 -0.99	 0.377813	 -0.672016	 -0.974381	 0.374492	 -0.665923	 -0.958832	 0.371206	 -0.659817	 -0.94328	 0.368002	 -0.653802	 -0.927677	 0.364763	 -0.647818	 -0.912069	 1.6219	 1.62189	 1.62187	 1.62184	 1.62183	 
0.67	 0.381	 -0.678	 -0.99	 0.377624	 -0.671993	 -0.974426	 0.374445	 -0.665944	 -0.958827	 0.371346	 -0.659826	 -0.943239	 0.368039	 -0.653774	 -0.927668	 0.364594	 -0.647819	 -0.91209	 1.62236	 1.62232	 1.62233	 1.62229	 1.62227	 
0.68	 0.381	 -0.678	 -0.99	 0.377575	 -0.671943	 -0.974455	 0.374472	 -0.665901	 -0.958837	 0.371355	 -0.659881	 -0.943214	 0.367999	 -0.653832	 -0.927652	 0.364623	 -0.647749	 -0.912107	 1.6225	 1.62246	 1.62241	 1.62234	 1.62234	 
0.69	 0.381	 -0.678	 -0.99	 0.377783	 -0.671898	 -0.97443	 0.374481	 -0.665874	 -0.958847	 0.371185	 -0.659915	 -0.943238	 0.367958	 -0.653862	 -0.927652	 0.364736	 -0.647713	 -0.912103	 1.62229	 1.62225	 1.62225	 1.62215	 1.62213	 
0.7	 0.381	 -0.678	 -0.99	 0.377924	 -0.671908	 -0.974398	 0.374492	 -0.665907	 -0.958835	 0.371053	 -0.659887	 -0.943282	 0.367901	 -0.653814	 -0.927688	 0.364804	 -0.647762	 -0.912075	 1.62222	 1.62218	 1.62214	 1.62209	 1.62209	 
0.71	 0.381	 -0.678	 -0.99	 0.377793	 -0.671996	 -0.974391	 0.374514	 -0.665921	 -0.958825	 0.371142	 -0.659815	 -0.94329	 0.367878	 -0.653786	 -0.927704	 0.364752	 -0.647811	 -0.912068	 1.6221	 1.62205	 1.62209	 1.62196	 1.62206	 
0.72	 0.381	 -0.678	 -0.99	 0.377615	 -0.672033	 -0.974413	 0.37445	 -0.665909	 -0.95884	 0.371304	 -0.659801	 -0.943257	 0.367969	 -0.653807	 -0.92767	 0.364583	 -0.64781	 -0.912095	 1.62236	 1.62233	 1.62233	 1.62231	 1.62228	 
0.73	 0.381	 -0.678	 -0.99	 0.377599	 -0.67194	 -0.974449	 0.374389	 -0.665909	 -0.958846	 0.37132	 -0.659867	 -0.943219	 0.368019	 -0.653812	 -0.927644	 0.364495	 -0.647772	 -0.912112	 1.62281	 1.62277	 1.62281	 1.62273	 1.62289	 
0.74	 0.381	 -0.678	 -0.99	 0.377721	 -0.671872	 -0.974447	 0.374468	 -0.665901	 -0.958827	 0.371198	 -0.659925	 -0.943213	 0.367913	 -0.65383	 -0.927648	 0.364646	 -0.647725	 -0.912085	 1.62315	 1.62313	 1.62312	 1.62308	 1.62306	 
0.75	 0.381	 -0.678	 -0.99	 0.377865	 -0.671929	 -0.974393	 0.374525	 -0.665886	 -0.958818	 0.371054	 -0.659895	 -0.943252	 0.367821	 -0.653846	 -0.927657	 0.364796	 -0.647716	 -0.912051	 1.62338	 1.62334	 1.62334	 1.62331	 1.62335	 
0.76	 0.381	 -0.678	 -0.99	 0.377864	 -0.672001	 -0.974368	 0.374456	 -0.665919	 -0.958825	 0.371054	 -0.659829	 -0.943285	 0.367864	 -0.6538	 -0.927676	 0.364699	 -0.647787	 -0.912056	 1.62306	 1.62303	 1.62298	 1.6229	 1.6229	 
0.77	 0.381	 -0.678	 -0.99	 0.377663	 -0.672007	 -0.974413	 0.374427	 -0.665942	 -0.958833	 0.37125	 -0.659802	 -0.94327	 0.367953	 -0.65376	 -0.927694	 0.364563	 -0.647834	 -0.912094	 1.62225	 1.62221	 1.6222	 1.62211	 1.62208	 
0.78	 0.381	 -0.678	 -0.99	 0.377519	 -0.671972	 -0.974464	 0.37443	 -0.665907	 -0.958861	 0.371339	 -0.659852	 -0.943254	 0.36794	 -0.653824	 -0.927702	 0.364495	 -0.647785	 -0.912164	 1.62134	 1.6213	 1.62124	 1.62119	 1.62118	 
0.79	 0.381	 -0.678	 -0.99	 0.377692	 -0.671904	 -0.974461	 0.374441	 -0.665877	 -0.958882	 0.371229	 -0.659915	 -0.943271	 0.367946	 -0.653864	 -0.92771	 0.364596	 -0.647716	 -0.912201	 1.62033	 1.62028	 1.62032	 1.62018	 1.62023	 
0.8	 0.381	 -0.678	 -0.99	 0.377885	 -0.671882	 -0.974431	 0.374447	 -0.665907	 -0.958875	 0.371016	 -0.659919	 -0.943322	 0.367845	 -0.653825	 -0.927755	 0.364711	 -0.647733	 -0.912181	 1.62009	 1.62007	 1.62006	 1.62004	 1.62002	 
0.81	 0.381	 -0.678	 -0.99	 0.377854	 -0.67197	 -0.974399	 0.374518	 -0.665914	 -0.958848	 0.371058	 -0.659835	 -0.943333	 0.36782	 -0.65379	 -0.927757	 0.364776	 -0.64778	 -0.912127	 1.62064	 1.6206	 1.62067	 1.62057	 1.62075	 
0.82	 0.381	 -0.678	 -0.99	 0.377671	 -0.672041	 -0.974399	 0.374442	 -0.665898	 -0.958849	 0.371201	 -0.659771	 -0.943295	 0.367884	 -0.65378	 -0.927703	 0.364574	 -0.647792	 -0.91211	 1.62211	 1.6221	 1.62214	 1.62212	 1.62212	 
0.83	 0.381	 -0.678	 -0.99	 0.377567	 -0.671967	 -0.974433	 0.374356	 -0.665902	 -0.958831	 0.371297	 -0.65981	 -0.943209	 0.367972	 -0.653762	 -0.927624	 0.364406	 -0.647759	 -0.912074	 1.62451	 1.62449	 1.62455	 1.62453	 1.62466	 
0.84	 0.381	 -0.678	 -0.99	 0.377616	 -0.671869	 -0.974441	 0.374412	 -0.665879	 -0.95879	 0.371227	 -0.659877	 -0.94314	 0.36789	 -0.653776	 -0.92756	 0.364502	 -0.647678	 -0.911989	 1.62717	 1.62715	 1.62716	 1.62711	 1.62715	 
0.85	 0.381	 -0.678	 -0.99	 0.377792	 -0.671882	 -0.97438	 0.374457	 -0.665842	 -0.958756	 0.371013	 -0.659874	 -0.943127	 0.36774	 -0.653806	 -0.927501	 0.364643	 -0.647629	 -0.911882	 1.62988	 1.62985	 1.62987	 1.62984	 1.62983	 
0.86	 0.381	 -0.678	 -0.99	 0.377913	 -0.67194	 -0.974315	 0.374448	 -0.66586	 -0.958717	 0.370965	 -0.659792	 -0.943119	 0.367788	 -0.653735	 -0.927452	 0.364671	 -0.647664	 -0.911778	 1.63236	 1.63232	 1.63226	 1.63221	 1.63223	 
0.87	 0.381	 -0.678	 -0.99	 0.377725	 -0.671989	 -0.974321	 0.374398	 -0.6659	 -0.958683	 0.371089	 -0.659729	 -0.943074	 0.367807	 -0.653661	 -0.92742	 0.36451	 -0.647714	 -0.911722	 1.63421	 1.63415	 1.63416	 1.63403	 1.63403	 
0.88	 0.381	 -0.678	 -0.99	 0.377509	 -0.671992	 -0.974354	 0.374399	 -0.665866	 -0.958674	 0.371278	 -0.659731	 -0.943	 0.367851	 -0.653684	 -0.927356	 0.364389	 -0.647656	 -0.911712	 1.63593	 1.63589	 1.63583	 1.63579	 1.63575	 
