Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 Seg5Te 	 Seg6Te 	 Seg7Te 	 Seg8Te 	 Seg9Te 	 
(s)	 (m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(N) 	(N) 	(N) 	(N) 	(N) 	(N) 	(N) 	(N) 	(N) 	(N) 	
0	 0.363218	 0.647176	 -0.907781	 0.347359	 0.61965	 -0.834337	 0.331502	 0.592152	 -0.760882	 0.315661	 0.564664	 -0.687419	 0.299828	 0.537192	 -0.61395	 0.28401	 0.509746	 -0.540467	 0.268196	 0.482311	 -0.466979	 0.252395	 0.454915	 -0.393474	 0.236602	 0.427508	 -0.319971	 0.22083	 0.400146	 -0.246447	 0.205056	 0.37279	 -0.172921	 1.75788	 1.7591	 1.76032	 1.76153	 1.76275	 1.76396	 1.76518	 1.76639	 1.76761	 1.76883	 
0.01	 0.363287	 0.647141	 -0.907791	 0.347357	 0.619665	 -0.834344	 0.331507	 0.59215	 -0.760894	 0.315652	 0.564668	 -0.687432	 0.299822	 0.53721	 -0.613957	 0.283996	 0.509748	 -0.540481	 0.268191	 0.482331	 -0.466985	 0.2524	 0.454921	 -0.393483	 0.236626	 0.427516	 -0.319975	 0.220872	 0.400153	 -0.246448	 0.205119	 0.372794	 -0.172918	 1.75742	 1.7586	 1.75978	 1.76096	 1.76215	 1.76334	 1.76454	 1.76574	 1.76694	 1.76816	 
0.02	 0.363281	 0.64716	 -0.907786	 0.347356	 0.619665	 -0.834345	 0.331514	 0.592149	 -0.760893	 0.31567	 0.564667	 -0.687429	 0.299855	 0.537209	 -0.613951	 0.284041	 0.509744	 -0.540474	 0.26823	 0.482333	 -0.466976	 0.252407	 0.454912	 -0.393485	 0.236621	 0.427522	 -0.319974	 0.220874	 0.40015	 -0.246448	 0.205119	 0.372794	 -0.172918	 1.75873	 1.76131	 1.76384	 1.76628	 1.7686	 1.77078	 1.77279	 1.77462	 1.77625	 1.77768	 
0.03	 0.363274	 0.647203	 -0.907784	 0.347398	 0.619656	 -0.834351	 0.33155	 0.592154	 -0.760896	 0.315695	 0.564674	 -0.687434	 0.299854	 0.537198	 -0.613967	 0.284062	 0.509753	 -0.540478	 0.268274	 0.482321	 -0.466984	 0.25248	 0.45491	 -0.393482	 0.236711	 0.427524	 -0.319967	 0.220944	 0.400152	 -0.246445	 0.205189	 0.372801	 -0.172913	 1.75719	 1.75843	 1.75967	 1.76091	 1.76214	 1.76337	 1.7646	 1.76583	 1.76705	 1.76827	 
0.04	 0.363203	 0.647214	 -0.907807	 0.347401	 0.619652	 -0.834364	 0.331574	 0.59215	 -0.760904	 0.315758	 0.564669	 -0.687434	 0.299928	 0.537192	 -0.613965	 0.284136	 0.509766	 -0.540469	 0.268334	 0.482323	 -0.466982	 0.252549	 0.454922	 -0.393475	 0.236784	 0.427532	 -0.31996	 0.221015	 0.40016	 -0.246439	 0.205266	 0.372809	 -0.172906	 1.7568	 1.75801	 1.75922	 1.76043	 1.76165	 1.76286	 1.76408	 1.76529	 1.76651	 1.76772	 
0.05	 0.363206	 0.647202	 -0.907822	 0.347433	 0.619668	 -0.834363	 0.331596	 0.592165	 -0.760905	 0.315788	 0.564673	 -0.687437	 0.299983	 0.537213	 -0.613957	 0.284187	 0.509767	 -0.540469	 0.268394	 0.482335	 -0.466976	 0.252618	 0.454924	 -0.393471	 0.236852	 0.427541	 -0.319953	 0.221089	 0.400166	 -0.246432	 0.205345	 0.372816	 -0.172898	 1.75655	 1.75777	 1.75899	 1.76022	 1.76144	 1.76266	 1.76388	 1.76509	 1.76631	 1.76753	 
0.06	 0.36325	 0.647188	 -0.90783	 0.347451	 0.619683	 -0.834365	 0.331649	 0.59218	 -0.7609	 0.315833	 0.564678	 -0.687438	 0.300024	 0.537232	 -0.613953	 0.284208	 0.509772	 -0.540475	 0.268434	 0.482349	 -0.466974	 0.252675	 0.454935	 -0.393466	 0.236912	 0.427551	 -0.319949	 0.22116	 0.400175	 -0.246425	 0.205422	 0.372822	 -0.172891	 1.75618	 1.7574	 1.75861	 1.75982	 1.76104	 1.76225	 1.76347	 1.76468	 1.7659	 1.76711	 
0.07	 0.363341	 0.647171	 -0.907831	 0.347442	 0.619681	 -0.834382	 0.331635	 0.592182	 -0.760917	 0.315823	 0.564692	 -0.687449	 0.300031	 0.537236	 -0.613965	 0.284252	 0.509791	 -0.540473	 0.2685	 0.482354	 -0.466973	 0.25274	 0.454951	 -0.393461	 0.23696	 0.427553	 -0.319952	 0.221212	 0.400182	 -0.246426	 0.205492	 0.372826	 -0.172889	 1.75568	 1.75688	 1.75808	 1.75928	 1.76049	 1.76169	 1.7629	 1.76411	 1.76532	 1.76653	 
0.08	 0.36336	 0.647197	 -0.907837	 0.347459	 0.619688	 -0.834396	 0.331655	 0.592179	 -0.760934	 0.315862	 0.564705	 -0.687456	 0.300058	 0.537223	 -0.613983	 0.284277	 0.509789	 -0.540488	 0.268512	 0.48235	 -0.466991	 0.252756	 0.454952	 -0.393477	 0.237002	 0.427555	 -0.319962	 0.221268	 0.400182	 -0.246434	 0.205551	 0.372827	 -0.172895	 1.7552	 1.7564	 1.7576	 1.7588	 1.76001	 1.76121	 1.76242	 1.76363	 1.76485	 1.76606	 
0.09	 0.363336	 0.647225	 -0.907858	 0.347485	 0.619691	 -0.834416	 0.331674	 0.592174	 -0.760958	 0.315894	 0.564706	 -0.687475	 0.300097	 0.537227	 -0.614	 0.284307	 0.509776	 -0.540513	 0.268538	 0.482356	 -0.46701	 0.252785	 0.454934	 -0.393504	 0.237062	 0.42755	 -0.319978	 0.221331	 0.40017	 -0.246452	 0.205598	 0.372825	 -0.172913	 1.75447	 1.75568	 1.75688	 1.75809	 1.75929	 1.7605	 1.7617	 1.76291	 1.76413	 1.76534	 
0.1	 0.363281	 0.647237	 -0.907901	 0.347507	 0.619692	 -0.834445	 0.331677	 0.592181	 -0.76099	 0.31589	 0.564696	 -0.687515	 0.300132	 0.537236	 -0.614024	 0.284364	 0.509766	 -0.54054	 0.268602	 0.48236	 -0.46703	 0.252835	 0.454939	 -0.393527	 0.237092	 0.427551	 -0.320006	 0.22136	 0.400173	 -0.24648	 0.205634	 0.372819	 -0.172943	 1.75342	 1.75461	 1.7558	 1.757	 1.75819	 1.75939	 1.76059	 1.7618	 1.76301	 1.76422	 
0.11	 0.363235	 0.647255	 -0.907947	 0.347553	 0.6197	 -0.834476	 0.331736	 0.592202	 -0.761013	 0.315921	 0.564706	 -0.687548	 0.300145	 0.537246	 -0.614061	 0.284369	 0.509782	 -0.540576	 0.268602	 0.482349	 -0.467078	 0.252856	 0.454949	 -0.393563	 0.237109	 0.427535	 -0.320053	 0.221383	 0.400171	 -0.246519	 0.20566	 0.372811	 -0.172984	 1.75222	 1.75342	 1.75462	 1.75582	 1.75702	 1.75823	 1.75943	 1.76064	 1.76185	 1.76306	 
0.12	 0.36332	 0.647256	 -0.907981	 0.34754	 0.61972	 -0.834524	 0.331721	 0.592215	 -0.761063	 0.31591	 0.564719	 -0.687597	 0.300142	 0.537245	 -0.614114	 0.284384	 0.509799	 -0.540619	 0.26861	 0.482347	 -0.467129	 0.252869	 0.45495	 -0.393611	 0.237124	 0.427533	 -0.320102	 0.221396	 0.400162	 -0.246572	 0.205679	 0.372799	 -0.173036	 1.75077	 1.75197	 1.75317	 1.75436	 1.75557	 1.75677	 1.75797	 1.75918	 1.76039	 1.76161	 
0.13	 0.36339	 0.647228	 -0.908034	 0.347501	 0.619738	 -0.834583	 0.331707	 0.592218	 -0.761123	 0.315926	 0.564728	 -0.687649	 0.300159	 0.537247	 -0.614168	 0.284392	 0.509798	 -0.540676	 0.26861	 0.482357	 -0.467183	 0.252862	 0.454932	 -0.393678	 0.237141	 0.427545	 -0.320152	 0.221405	 0.400145	 -0.246634	 0.205695	 0.372787	 -0.173096	 1.74904	 1.75023	 1.75142	 1.75261	 1.7538	 1.755	 1.7562	 1.75741	 1.75862	 1.75983	 
0.14	 0.363428	 0.647254	 -0.908079	 0.347535	 0.61975	 -0.834634	 0.331735	 0.592222	 -0.761178	 0.31594	 0.564726	 -0.687709	 0.300147	 0.537247	 -0.614233	 0.284367	 0.509788	 -0.540747	 0.268611	 0.482353	 -0.467247	 0.252879	 0.45491	 -0.393745	 0.23717	 0.427536	 -0.320212	 0.221425	 0.400128	 -0.246699	 0.20571	 0.372773	 -0.17316	 1.74738	 1.74858	 1.74978	 1.75098	 1.75218	 1.75339	 1.7546	 1.7558	 1.75702	 1.75823	 
0.15	 0.363398	 0.647304	 -0.908131	 0.347548	 0.619753	 -0.834695	 0.331747	 0.592234	 -0.761236	 0.315962	 0.564725	 -0.687769	 0.300189	 0.537247	 -0.614289	 0.284416	 0.509786	 -0.540802	 0.268657	 0.482333	 -0.467309	 0.252903	 0.454913	 -0.393803	 0.237142	 0.42751	 -0.320292	 0.221407	 0.400127	 -0.246768	 0.205725	 0.37276	 -0.173227	 1.74563	 1.74684	 1.74806	 1.74928	 1.75049	 1.75171	 1.75292	 1.75414	 1.75535	 1.75657	 
0.16	 0.363346	 0.647334	 -0.908196	 0.347585	 0.619759	 -0.834749	 0.331771	 0.592245	 -0.761291	 0.315977	 0.56473	 -0.687829	 0.300196	 0.537253	 -0.61435	 0.284415	 0.509792	 -0.540865	 0.268676	 0.48233	 -0.467371	 0.252963	 0.454927	 -0.39385	 0.237203	 0.427496	 -0.320349	 0.221467	 0.400129	 -0.246819	 0.205741	 0.372749	 -0.173292	 1.74375	 1.74496	 1.74617	 1.74738	 1.74859	 1.7498	 1.75102	 1.75223	 1.75344	 1.75466	 
0.17	 0.363302	 0.647355	 -0.908261	 0.347594	 0.619785	 -0.834802	 0.331781	 0.592258	 -0.761348	 0.316014	 0.564749	 -0.687878	 0.300245	 0.537269	 -0.614397	 0.284445	 0.509793	 -0.540922	 0.268676	 0.482349	 -0.467428	 0.252936	 0.454919	 -0.393923	 0.237186	 0.4275	 -0.320415	 0.221464	 0.400117	 -0.246889	 0.205756	 0.372742	 -0.173356	 1.74203	 1.74325	 1.74447	 1.74569	 1.74691	 1.74813	 1.74935	 1.75056	 1.75178	 1.753	 
0.18	 0.363391	 0.647348	 -0.908307	 0.347602	 0.619811	 -0.834852	 0.331772	 0.592271	 -0.761408	 0.315993	 0.564775	 -0.687935	 0.300219	 0.537282	 -0.614461	 0.284442	 0.509797	 -0.540984	 0.26869	 0.482366	 -0.467481	 0.252947	 0.454912	 -0.393986	 0.237218	 0.427516	 -0.320465	 0.22148	 0.40011	 -0.24695	 0.205767	 0.372739	 -0.173417	 1.74028	 1.7415	 1.74272	 1.74393	 1.74515	 1.74637	 1.74758	 1.7488	 1.75002	 1.75123	 
0.19	 0.363454	 0.647333	 -0.90836	 0.347592	 0.619821	 -0.834912	 0.331795	 0.592277	 -0.761462	 0.316005	 0.564785	 -0.68799	 0.300218	 0.537283	 -0.614522	 0.28445	 0.509815	 -0.541037	 0.268691	 0.482367	 -0.467542	 0.252945	 0.454928	 -0.394042	 0.237218	 0.42752	 -0.320525	 0.221477	 0.400115	 -0.247011	 0.205771	 0.372741	 -0.173477	 1.73846	 1.73967	 1.74087	 1.74208	 1.74329	 1.7445	 1.74571	 1.74692	 1.74814	 1.74935	 
0.2	 0.363513	 0.647362	 -0.908398	 0.347611	 0.619829	 -0.834966	 0.331798	 0.5923	 -0.761513	 0.315985	 0.564791	 -0.688053	 0.300218	 0.53729	 -0.61458	 0.284465	 0.509826	 -0.54109	 0.268695	 0.482357	 -0.467606	 0.252948	 0.454941	 -0.394097	 0.237205	 0.427511	 -0.320592	 0.221471	 0.400123	 -0.24707	 0.205767	 0.372747	 -0.173537	 1.73685	 1.73806	 1.73928	 1.74049	 1.74171	 1.74293	 1.74414	 1.74536	 1.74657	 1.74779	 
0.21	 0.363458	 0.647409	 -0.908454	 0.347618	 0.619843	 -0.835021	 0.331825	 0.592323	 -0.761561	 0.316021	 0.564792	 -0.688107	 0.300257	 0.537309	 -0.614627	 0.284471	 0.509829	 -0.54115	 0.268679	 0.482372	 -0.467666	 0.252939	 0.45495	 -0.394158	 0.237206	 0.427525	 -0.320649	 0.221479	 0.400134	 -0.247126	 0.205751	 0.372758	 -0.173598	 1.73516	 1.73637	 1.73759	 1.7388	 1.74002	 1.74123	 1.74245	 1.74366	 1.74488	 1.74609	 
0.22	 0.3634	 0.647434	 -0.908521	 0.347636	 0.619861	 -0.835074	 0.331812	 0.592337	 -0.761622	 0.316009	 0.564812	 -0.688166	 0.300247	 0.537336	 -0.614683	 0.284466	 0.509851	 -0.541207	 0.268692	 0.482405	 -0.467715	 0.252946	 0.45496	 -0.394216	 0.237208	 0.427551	 -0.320703	 0.221464	 0.400144	 -0.247189	 0.205725	 0.372771	 -0.173663	 1.73331	 1.73451	 1.73572	 1.73693	 1.73815	 1.73936	 1.74057	 1.74178	 1.743	 1.74421	 
0.23	 0.363358	 0.647467	 -0.908584	 0.347654	 0.619891	 -0.835125	 0.331812	 0.592361	 -0.76168	 0.316013	 0.564849	 -0.688217	 0.300226	 0.537349	 -0.614749	 0.284447	 0.50988	 -0.541266	 0.268673	 0.48242	 -0.467779	 0.252904	 0.454978	 -0.394285	 0.237145	 0.427574	 -0.320774	 0.221396	 0.400164	 -0.247263	 0.205689	 0.372785	 -0.173732	 1.73152	 1.73274	 1.73395	 1.73517	 1.73639	 1.7376	 1.73882	 1.74003	 1.74125	 1.74246	 
0.24	 0.363426	 0.647472	 -0.908636	 0.347638	 0.619913	 -0.83519	 0.331806	 0.59238	 -0.761743	 0.316002	 0.564876	 -0.688279	 0.300182	 0.537366	 -0.614821	 0.284391	 0.509909	 -0.541336	 0.268627	 0.482434	 -0.467853	 0.252878	 0.454999	 -0.394352	 0.237126	 0.42758	 -0.320845	 0.22137	 0.40018	 -0.247332	 0.205644	 0.372799	 -0.173805	 1.72958	 1.73079	 1.732	 1.73321	 1.73442	 1.73563	 1.73685	 1.73806	 1.73928	 1.74049	 
0.25	 0.363533	 0.64745	 -0.908692	 0.347588	 0.619935	 -0.835263	 0.331765	 0.592392	 -0.761818	 0.315974	 0.564879	 -0.688355	 0.30018	 0.537383	 -0.614886	 0.28438	 0.509911	 -0.541409	 0.268603	 0.482454	 -0.467921	 0.252839	 0.455017	 -0.394424	 0.237071	 0.427594	 -0.320922	 0.22132	 0.400199	 -0.247406	 0.205592	 0.372812	 -0.173882	 1.72747	 1.72867	 1.72988	 1.73108	 1.73229	 1.73349	 1.7347	 1.73591	 1.73712	 1.73833	 
0.26	 0.363541	 0.647469	 -0.908755	 0.347609	 0.619957	 -0.835321	 0.331794	 0.59241	 -0.761876	 0.31598	 0.564889	 -0.688421	 0.300172	 0.537406	 -0.61495	 0.284341	 0.509907	 -0.54149	 0.268557	 0.482466	 -0.467999	 0.252795	 0.455019	 -0.394505	 0.237027	 0.427599	 -0.321001	 0.221276	 0.40021	 -0.247483	 0.205534	 0.372827	 -0.173961	 1.72559	 1.7268	 1.72801	 1.72922	 1.73043	 1.73165	 1.73286	 1.73407	 1.73529	 1.7365	 
0.27	 0.363495	 0.647536	 -0.90881	 0.347634	 0.619969	 -0.835382	 0.331796	 0.592426	 -0.76194	 0.315958	 0.564907	 -0.68849	 0.300146	 0.537418	 -0.615022	 0.284331	 0.509927	 -0.541556	 0.268549	 0.482479	 -0.468066	 0.252776	 0.455039	 -0.394572	 0.236988	 0.427614	 -0.321075	 0.22122	 0.400226	 -0.24756	 0.205471	 0.372842	 -0.17404	 1.72366	 1.72487	 1.72609	 1.72731	 1.72852	 1.72974	 1.73095	 1.73217	 1.73339	 1.7346	 
0.28	 0.36342	 0.64758	 -0.908878	 0.34763	 0.619978	 -0.835448	 0.331774	 0.592452	 -0.762004	 0.315942	 0.56494	 -0.688549	 0.300131	 0.537433	 -0.615088	 0.284333	 0.509964	 -0.54161	 0.268525	 0.482497	 -0.468133	 0.252726	 0.455068	 -0.39464	 0.236931	 0.427639	 -0.321146	 0.221152	 0.400243	 -0.247637	 0.205406	 0.372858	 -0.174116	 1.7217	 1.72292	 1.72414	 1.72535	 1.72657	 1.72779	 1.72901	 1.73022	 1.73144	 1.73265	 
0.29	 0.363395	 0.6476	 -0.90894	 0.347645	 0.620006	 -0.835499	 0.331772	 0.592481	 -0.762058	 0.315926	 0.564969	 -0.688606	 0.300084	 0.537455	 -0.615155	 0.284267	 0.50999	 -0.541679	 0.268443	 0.482523	 -0.468206	 0.252658	 0.455083	 -0.394714	 0.236903	 0.427664	 -0.321208	 0.221119	 0.400251	 -0.247706	 0.20534	 0.372872	 -0.17419	 1.72	 1.72123	 1.72246	 1.72369	 1.72492	 1.72614	 1.72737	 1.72859	 1.72981	 1.73103	 
0.3	 0.363456	 0.647579	 -0.908998	 0.347602	 0.620036	 -0.83556	 0.331732	 0.592499	 -0.762123	 0.315892	 0.564984	 -0.688671	 0.300069	 0.537481	 -0.615211	 0.284252	 0.510001	 -0.541741	 0.268411	 0.482545	 -0.468268	 0.252589	 0.455089	 -0.39479	 0.236814	 0.42768	 -0.321284	 0.221034	 0.400256	 -0.247785	 0.205275	 0.372879	 -0.174265	 1.71821	 1.71943	 1.72065	 1.72187	 1.72309	 1.72431	 1.72552	 1.72674	 1.72796	 1.72918	 
0.31	 0.363568	 0.647551	 -0.909046	 0.3476	 0.620052	 -0.835616	 0.331734	 0.592509	 -0.76218	 0.315853	 0.564982	 -0.688742	 0.300016	 0.53749	 -0.615281	 0.284194	 0.510002	 -0.541815	 0.268383	 0.482544	 -0.468336	 0.25258	 0.455096	 -0.394851	 0.236787	 0.427675	 -0.321354	 0.220997	 0.400261	 -0.247854	 0.205212	 0.372872	 -0.174343	 1.71635	 1.71755	 1.71876	 1.71997	 1.72118	 1.72239	 1.7236	 1.72482	 1.72603	 1.72725	 
0.32	 0.363562	 0.647596	 -0.909095	 0.347602	 0.620056	 -0.835678	 0.331752	 0.592519	 -0.762237	 0.315875	 0.564981	 -0.688802	 0.300029	 0.537484	 -0.615344	 0.28418	 0.509999	 -0.541883	 0.268347	 0.482522	 -0.468416	 0.252529	 0.455087	 -0.394929	 0.236709	 0.42764	 -0.321448	 0.220927	 0.400243	 -0.247939	 0.205153	 0.372848	 -0.174429	 1.71468	 1.71588	 1.71709	 1.7183	 1.71951	 1.72072	 1.72193	 1.72315	 1.72436	 1.72557	 
0.33	 0.363519	 0.647667	 -0.909145	 0.347607	 0.620058	 -0.835744	 0.331722	 0.592521	 -0.76231	 0.315862	 0.564984	 -0.688871	 0.300013	 0.53747	 -0.61542	 0.284165	 0.509985	 -0.541959	 0.268334	 0.482502	 -0.468494	 0.252516	 0.455059	 -0.39501	 0.236692	 0.427612	 -0.32153	 0.220894	 0.400208	 -0.248027	 0.205095	 0.372807	 -0.174524	 1.71275	 1.71395	 1.71515	 1.71635	 1.71755	 1.71876	 1.71996	 1.72117	 1.72238	 1.72359	 
0.34	 0.363423	 0.647686	 -0.90923	 0.34761	 0.620069	 -0.83581	 0.331725	 0.592508	 -0.762386	 0.315883	 0.564984	 -0.688938	 0.300004	 0.537457	 -0.615499	 0.284134	 0.509962	 -0.542046	 0.268296	 0.482493	 -0.468577	 0.25247	 0.455017	 -0.395107	 0.236656	 0.427588	 -0.321618	 0.220841	 0.40016	 -0.248128	 0.205036	 0.372756	 -0.174628	 1.71072	 1.71191	 1.71311	 1.71431	 1.71551	 1.71672	 1.71792	 1.71913	 1.72034	 1.72155	 
0.35	 0.363436	 0.647673	 -0.909305	 0.347629	 0.620087	 -0.835873	 0.331704	 0.592507	 -0.762464	 0.315833	 0.56498	 -0.689024	 0.299948	 0.537447	 -0.615588	 0.284094	 0.509935	 -0.542139	 0.268268	 0.482465	 -0.468667	 0.252421	 0.454974	 -0.395208	 0.236586	 0.427546	 -0.321723	 0.220758	 0.400112	 -0.248238	 0.20497	 0.372707	 -0.174734	 1.70881	 1.71003	 1.71124	 1.71246	 1.71367	 1.71489	 1.7161	 1.71732	 1.71853	 1.71975	 
0.36	 0.363497	 0.647663	 -0.909368	 0.347596	 0.620091	 -0.835951	 0.331704	 0.592515	 -0.762534	 0.315813	 0.564964	 -0.689106	 0.299926	 0.537432	 -0.615671	 0.284054	 0.509916	 -0.542227	 0.268207	 0.482429	 -0.468766	 0.25236	 0.454961	 -0.395298	 0.236517	 0.427507	 -0.321824	 0.220694	 0.400088	 -0.248333	 0.204895	 0.372672	 -0.174835	 1.70673	 1.70795	 1.70917	 1.71039	 1.71161	 1.71283	 1.71404	 1.71526	 1.71647	 1.71769	 
0.37	 0.363618	 0.647653	 -0.909412	 0.347565	 0.62009	 -0.836024	 0.331682	 0.592522	 -0.762602	 0.315772	 0.564955	 -0.689185	 0.299893	 0.537429	 -0.615746	 0.284016	 0.509919	 -0.542301	 0.268148	 0.482416	 -0.46885	 0.252311	 0.454963	 -0.395375	 0.236469	 0.427488	 -0.321908	 0.220645	 0.400079	 -0.248414	 0.204807	 0.372663	 -0.174925	 1.70481	 1.70602	 1.70724	 1.70846	 1.70967	 1.71089	 1.7121	 1.71332	 1.71454	 1.71575	 
0.38	 0.363597	 0.647691	 -0.90946	 0.347571	 0.620114	 -0.836072	 0.331672	 0.592542	 -0.762655	 0.315756	 0.564976	 -0.689239	 0.299875	 0.537443	 -0.615803	 0.283993	 0.509931	 -0.542359	 0.268094	 0.482433	 -0.468914	 0.252221	 0.454971	 -0.395449	 0.236366	 0.427517	 -0.321978	 0.220536	 0.400093	 -0.24849	 0.204705	 0.372682	 -0.174998	 1.70334	 1.70457	 1.70581	 1.70704	 1.70828	 1.70951	 1.71074	 1.71197	 1.71319	 1.7144	 
0.39	 0.363476	 0.647759	 -0.909509	 0.347596	 0.620137	 -0.836106	 0.331664	 0.592568	 -0.762695	 0.315729	 0.565019	 -0.689277	 0.299809	 0.537484	 -0.61585	 0.283924	 0.509974	 -0.542406	 0.268038	 0.482486	 -0.468954	 0.252158	 0.454999	 -0.395501	 0.236308	 0.427572	 -0.322018	 0.220446	 0.400124	 -0.248546	 0.204594	 0.372722	 -0.175055	 1.70188	 1.70311	 1.70434	 1.70557	 1.70679	 1.70802	 1.70924	 1.71046	 1.71168	 1.7129	 
0.4	 0.363421	 0.647792	 -0.909549	 0.347569	 0.620161	 -0.836143	 0.331602	 0.592603	 -0.762736	 0.315673	 0.56506	 -0.689314	 0.299756	 0.537526	 -0.615886	 0.283874	 0.51003	 -0.542436	 0.26798	 0.482543	 -0.468986	 0.252069	 0.455059	 -0.395538	 0.2362	 0.427629	 -0.322061	 0.220326	 0.400176	 -0.248593	 0.204479	 0.372769	 -0.175103	 1.70079	 1.70202	 1.70325	 1.70447	 1.7057	 1.70693	 1.70815	 1.70937	 1.71059	 1.71181	 
0.41	 0.363433	 0.647777	 -0.909588	 0.34754	 0.620189	 -0.836175	 0.331579	 0.592642	 -0.762762	 0.315645	 0.565095	 -0.689343	 0.299705	 0.537564	 -0.615919	 0.28378	 0.510071	 -0.542477	 0.267863	 0.48257	 -0.469037	 0.251964	 0.455107	 -0.395579	 0.236094	 0.42765	 -0.322112	 0.220232	 0.400218	 -0.248634	 0.204366	 0.372803	 -0.17515	 1.69996	 1.7012	 1.70244	 1.70368	 1.70491	 1.70615	 1.70738	 1.70861	 1.70983	 1.71105	 
0.42	 0.363519	 0.647758	 -0.909611	 0.3475	 0.620207	 -0.836212	 0.331545	 0.592647	 -0.762802	 0.315592	 0.565099	 -0.689388	 0.299645	 0.537579	 -0.615961	 0.283708	 0.510076	 -0.542526	 0.267796	 0.482581	 -0.469083	 0.251905	 0.455123	 -0.395621	 0.23601	 0.427648	 -0.322166	 0.220144	 0.40023	 -0.248684	 0.204262	 0.372807	 -0.175207	 1.69884	 1.70006	 1.70128	 1.7025	 1.70372	 1.70494	 1.70616	 1.70737	 1.70859	 1.70981	 
0.43	 0.363595	 0.647741	 -0.909638	 0.347472	 0.620209	 -0.836255	 0.331525	 0.592633	 -0.76285	 0.315563	 0.565088	 -0.689436	 0.29962	 0.537569	 -0.616008	 0.283681	 0.510043	 -0.542582	 0.267771	 0.482567	 -0.469131	 0.251849	 0.45509	 -0.395683	 0.235916	 0.427625	 -0.322233	 0.220036	 0.400198	 -0.248757	 0.204169	 0.372773	 -0.175277	 1.69781	 1.69903	 1.70024	 1.70146	 1.70267	 1.70389	 1.7051	 1.70632	 1.70753	 1.70875	 
0.44	 0.363559	 0.647781	 -0.909673	 0.347507	 0.620199	 -0.836293	 0.331542	 0.592615	 -0.762895	 0.315562	 0.565066	 -0.689486	 0.299582	 0.53753	 -0.616073	 0.283624	 0.509995	 -0.542654	 0.267715	 0.482519	 -0.469203	 0.251798	 0.455024	 -0.39576	 0.235885	 0.427565	 -0.322304	 0.219983	 0.400124	 -0.248838	 0.204087	 0.372701	 -0.175364	 1.69668	 1.69789	 1.6991	 1.70031	 1.70152	 1.70273	 1.70394	 1.70515	 1.70637	 1.70758	 
0.45	 0.363423	 0.647844	 -0.909725	 0.347492	 0.620175	 -0.836352	 0.331503	 0.592594	 -0.762957	 0.315554	 0.56504	 -0.689544	 0.299588	 0.537477	 -0.616138	 0.283634	 0.509952	 -0.542714	 0.267683	 0.482449	 -0.469282	 0.25173	 0.454954	 -0.395848	 0.235812	 0.427482	 -0.322397	 0.219904	 0.400032	 -0.248936	 0.204011	 0.372602	 -0.175464	 1.69519	 1.69638	 1.69757	 1.69877	 1.69996	 1.70116	 1.70236	 1.70356	 1.70477	 1.70598	 
0.46	 0.363401	 0.647838	 -0.909782	 0.347501	 0.620163	 -0.836404	 0.331487	 0.592572	 -0.763019	 0.31551	 0.565005	 -0.689616	 0.299525	 0.537427	 -0.61622	 0.283581	 0.509902	 -0.542795	 0.267631	 0.482375	 -0.469372	 0.251695	 0.454882	 -0.395932	 0.235782	 0.427396	 -0.322486	 0.219861	 0.399938	 -0.24903	 0.203935	 0.372493	 -0.175571	 1.6939	 1.6951	 1.6963	 1.6975	 1.6987	 1.6999	 1.70111	 1.70232	 1.70353	 1.70474	 
0.47	 0.363452	 0.647775	 -0.909847	 0.347491	 0.620169	 -0.836456	 0.331491	 0.592555	 -0.763076	 0.315485	 0.564963	 -0.68969	 0.299496	 0.537393	 -0.616292	 0.283537	 0.509843	 -0.542879	 0.267569	 0.48231	 -0.469462	 0.25161	 0.454798	 -0.396035	 0.235673	 0.427308	 -0.322595	 0.219759	 0.39984	 -0.249142	 0.203854	 0.372389	 -0.17568	 1.69252	 1.69372	 1.69493	 1.69614	 1.69735	 1.69856	 1.69977	 1.70098	 1.70219	 1.70341	 
