Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 Seg5Te 	 Seg6Te 	 Seg7Te 	 Seg8Te 	 Seg9Te 	 
(s)	 (m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(m) 	(N) 	(N) 	(N) 	(N) 	(N) 	(N) 	(N) 	(N) 	(N) 	(N) 	
0	 0.364491	 -0.646761	 -0.908844	 0.3497	 -0.618494	 -0.835459	 0.33483	 -0.59026	 -0.762077	 0.319996	 -0.562047	 -0.68868	 0.305174	 -0.533865	 -0.615269	 0.290351	 -0.505672	 -0.541862	 0.275543	 -0.477535	 -0.46843	 0.260744	 -0.449396	 -0.394998	 0.245955	 -0.421287	 -0.321551	 0.231173	 -0.393194	 -0.248097	 0.216406	 -0.365121	 -0.174633	 1.7251	 1.72631	 1.72751	 1.72872	 1.72993	 1.73114	 1.73236	 1.73357	 1.73478	 1.736	 
0.01	 0.364504	 -0.646733	 -0.908854	 0.349714	 -0.618493	 -0.835458	 0.334851	 -0.59025	 -0.762079	 0.320011	 -0.562038	 -0.688682	 0.305186	 -0.53386	 -0.61527	 0.290357	 -0.505676	 -0.541861	 0.275548	 -0.477532	 -0.468432	 0.260765	 -0.449401	 -0.394993	 0.245996	 -0.421277	 -0.321549	 0.231236	 -0.393195	 -0.248086	 0.216485	 -0.365117	 -0.174621	 1.72509	 1.7263	 1.72751	 1.72872	 1.72993	 1.73114	 1.73236	 1.73357	 1.73478	 1.736	 
0.02	 0.364555	 -0.646716	 -0.908851	 0.349705	 -0.618492	 -0.835461	 0.334857	 -0.590253	 -0.762076	 0.320025	 -0.562041	 -0.688679	 0.305219	 -0.533849	 -0.615268	 0.290414	 -0.50568	 -0.541848	 0.275598	 -0.47752	 -0.468427	 0.26078	 -0.449402	 -0.39499	 0.245985	 -0.421276	 -0.321552	 0.231238	 -0.393195	 -0.248086	 0.216485	 -0.365117	 -0.174621	 1.72529	 1.7267	 1.72811	 1.72951	 1.73089	 1.73224	 1.73358	 1.73488	 1.73616	 1.73741	 
0.03	 0.364618	 -0.646737	 -0.908836	 0.349728	 -0.618493	 -0.835462	 0.334892	 -0.590258	 -0.762073	 0.320036	 -0.56205	 -0.688679	 0.305197	 -0.533852	 -0.615277	 0.290407	 -0.505686	 -0.541853	 0.275632	 -0.477524	 -0.468424	 0.260844	 -0.449391	 -0.394987	 0.246075	 -0.421282	 -0.321537	 0.231309	 -0.393184	 -0.248082	 0.216564	 -0.36511	 -0.174614	 1.7249	 1.72611	 1.72732	 1.72853	 1.72974	 1.73095	 1.73216	 1.73337	 1.73458	 1.7358	 
0.04	 0.364631	 -0.64675	 -0.908839	 0.349703	 -0.618497	 -0.835477	 0.334899	 -0.590257	 -0.762084	 0.320086	 -0.562051	 -0.68868	 0.305263	 -0.533858	 -0.615273	 0.290472	 -0.505686	 -0.541851	 0.275686	 -0.477534	 -0.468421	 0.260906	 -0.449383	 -0.394989	 0.246152	 -0.421287	 -0.321531	 0.231382	 -0.393172	 -0.248083	 0.21664	 -0.365102	 -0.174613	 1.72463	 1.72583	 1.72704	 1.72824	 1.72945	 1.73066	 1.73186	 1.73307	 1.73429	 1.7355	 
0.05	 0.364618	 -0.646757	 -0.908857	 0.349738	 -0.6185	 -0.835486	 0.334928	 -0.590265	 -0.762093	 0.320133	 -0.562046	 -0.68869	 0.305334	 -0.533854	 -0.615278	 0.29054	 -0.505677	 -0.541859	 0.275743	 -0.477523	 -0.468431	 0.260969	 -0.449385	 -0.394993	 0.246208	 -0.421278	 -0.321541	 0.23145	 -0.393169	 -0.248088	 0.216711	 -0.365094	 -0.174619	 1.7241	 1.72531	 1.72651	 1.72771	 1.72892	 1.73012	 1.73133	 1.73254	 1.73375	 1.73496	 
0.06	 0.364533	 -0.646776	 -0.908891	 0.349798	 -0.61849	 -0.835502	 0.335002	 -0.590268	 -0.7621	 0.320187	 -0.562038	 -0.688706	 0.305369	 -0.533852	 -0.615295	 0.290563	 -0.505676	 -0.541878	 0.275789	 -0.477507	 -0.468452	 0.261042	 -0.449386	 -0.395002	 0.246277	 -0.421252	 -0.321561	 0.231523	 -0.393163	 -0.2481	 0.216775	 -0.365088	 -0.174632	 1.72336	 1.72455	 1.72575	 1.72694	 1.72814	 1.72934	 1.73054	 1.73175	 1.73296	 1.73417	 
0.07	 0.364551	 -0.646766	 -0.908921	 0.349794	 -0.618494	 -0.835531	 0.334978	 -0.590269	 -0.762135	 0.320171	 -0.56204	 -0.688739	 0.305386	 -0.533847	 -0.615324	 0.29062	 -0.505669	 -0.5419	 0.275866	 -0.477504	 -0.468468	 0.261091	 -0.449386	 -0.395022	 0.246298	 -0.421256	 -0.321585	 0.231549	 -0.393165	 -0.248124	 0.216832	 -0.365085	 -0.174652	 1.72256	 1.72376	 1.72496	 1.72616	 1.72736	 1.72856	 1.72977	 1.73098	 1.73218	 1.7334	 
0.08	 0.364632	 -0.646739	 -0.90895	 0.349805	 -0.618517	 -0.835555	 0.334987	 -0.590268	 -0.762168	 0.320188	 -0.562061	 -0.688762	 0.305384	 -0.533857	 -0.615355	 0.290603	 -0.505674	 -0.541936	 0.275847	 -0.477521	 -0.4685	 0.261087	 -0.449375	 -0.395063	 0.246346	 -0.421265	 -0.321607	 0.231614	 -0.393158	 -0.248149	 0.216881	 -0.365084	 -0.174678	 1.72158	 1.72278	 1.72398	 1.72518	 1.72638	 1.72759	 1.7288	 1.73	 1.73122	 1.73243	 
0.09	 0.364676	 -0.646768	 -0.908968	 0.349792	 -0.61854	 -0.835587	 0.33499	 -0.590276	 -0.762203	 0.320214	 -0.562077	 -0.688789	 0.305417	 -0.533866	 -0.615383	 0.290627	 -0.505684	 -0.541965	 0.275847	 -0.47754	 -0.468531	 0.261082	 -0.449381	 -0.395099	 0.246369	 -0.421276	 -0.321636	 0.231657	 -0.393162	 -0.248176	 0.216922	 -0.365086	 -0.174707	 1.72051	 1.72171	 1.72291	 1.72412	 1.72532	 1.72653	 1.72774	 1.72895	 1.73016	 1.73137	 
0.1	 0.364718	 -0.646809	 -0.908983	 0.349807	 -0.618539	 -0.835623	 0.334989	 -0.590299	 -0.762233	 0.320193	 -0.562085	 -0.688829	 0.305426	 -0.533883	 -0.615414	 0.290678	 -0.505699	 -0.541988	 0.275922	 -0.477541	 -0.468554	 0.261154	 -0.4494	 -0.395117	 0.24641	 -0.421275	 -0.321668	 0.231689	 -0.393177	 -0.248203	 0.216956	 -0.365092	 -0.174737	 1.7195	 1.72072	 1.72193	 1.72315	 1.72437	 1.72558	 1.7268	 1.72802	 1.72923	 1.73045	 
0.11	 0.364639	 -0.646837	 -0.909027	 0.349868	 -0.61854	 -0.83565	 0.33508	 -0.590312	 -0.762249	 0.320263	 -0.562079	 -0.688857	 0.305473	 -0.53389	 -0.615441	 0.290699	 -0.505709	 -0.54202	 0.275938	 -0.477541	 -0.468591	 0.261179	 -0.449415	 -0.395145	 0.246429	 -0.421274	 -0.321704	 0.23171	 -0.393191	 -0.248233	 0.216984	 -0.3651	 -0.174768	 1.71835	 1.71956	 1.72078	 1.72199	 1.7232	 1.72442	 1.72563	 1.72684	 1.72806	 1.72927	 
0.12	 0.364602	 -0.646834	 -0.909075	 0.349882	 -0.618556	 -0.83568	 0.335059	 -0.590321	 -0.762289	 0.320255	 -0.56209	 -0.688893	 0.305489	 -0.533898	 -0.615474	 0.29073	 -0.505713	 -0.542051	 0.27597	 -0.477547	 -0.468621	 0.261213	 -0.449411	 -0.395179	 0.246463	 -0.421285	 -0.321732	 0.231733	 -0.393195	 -0.248266	 0.217006	 -0.365112	 -0.174798	 1.71722	 1.71843	 1.71964	 1.72086	 1.72207	 1.72329	 1.7245	 1.72572	 1.72693	 1.72815	 
0.13	 0.364587	 -0.646819	 -0.909123	 0.349836	 -0.618578	 -0.835721	 0.335051	 -0.590324	 -0.762329	 0.320286	 -0.562104	 -0.688921	 0.305513	 -0.533902	 -0.615508	 0.290735	 -0.505723	 -0.542086	 0.275955	 -0.477569	 -0.468656	 0.261204	 -0.449418	 -0.395218	 0.246479	 -0.421315	 -0.321757	 0.231747	 -0.393202	 -0.248301	 0.217022	 -0.365125	 -0.17483	 1.71616	 1.71737	 1.71858	 1.71979	 1.721	 1.72222	 1.72343	 1.72464	 1.72586	 1.72707	 
0.14	 0.364708	 -0.646814	 -0.909142	 0.349853	 -0.618589	 -0.835753	 0.335061	 -0.590344	 -0.76236	 0.320262	 -0.562128	 -0.688957	 0.305455	 -0.533921	 -0.615553	 0.29069	 -0.50575	 -0.542126	 0.275943	 -0.477587	 -0.468692	 0.261215	 -0.449433	 -0.395251	 0.246494	 -0.421328	 -0.321789	 0.231751	 -0.393211	 -0.248337	 0.217036	 -0.365138	 -0.174863	 1.71497	 1.71617	 1.71738	 1.71858	 1.71979	 1.721	 1.72221	 1.72342	 1.72464	 1.72585	 
0.15	 0.364735	 -0.646856	 -0.909162	 0.349839	 -0.6186	 -0.835794	 0.33506	 -0.590371	 -0.762392	 0.32027	 -0.562148	 -0.68899	 0.305481	 -0.533938	 -0.615583	 0.290726	 -0.505768	 -0.542154	 0.275972	 -0.477595	 -0.468725	 0.261206	 -0.449463	 -0.395283	 0.246445	 -0.421341	 -0.321837	 0.231712	 -0.393235	 -0.248378	 0.217046	 -0.365151	 -0.174898	 1.7138	 1.715	 1.71621	 1.71742	 1.71863	 1.71984	 1.72105	 1.72226	 1.72347	 1.72468	 
0.16	 0.364739	 -0.646895	 -0.909191	 0.349866	 -0.618609	 -0.835829	 0.335082	 -0.59038	 -0.762429	 0.320285	 -0.562157	 -0.689028	 0.305491	 -0.53396	 -0.615617	 0.290716	 -0.50578	 -0.542195	 0.275982	 -0.477612	 -0.46876	 0.261262	 -0.44948	 -0.395309	 0.246529	 -0.421343	 -0.321863	 0.231794	 -0.393248	 -0.248401	 0.217056	 -0.365162	 -0.174936	 1.71266	 1.71388	 1.7151	 1.71631	 1.71753	 1.71875	 1.71997	 1.72118	 1.7224	 1.72361	 
0.17	 0.364688	 -0.646901	 -0.909243	 0.349885	 -0.618628	 -0.835863	 0.335089	 -0.590387	 -0.76247	 0.320325	 -0.562163	 -0.689063	 0.305568	 -0.533968	 -0.615643	 0.290779	 -0.505773	 -0.542231	 0.276002	 -0.477624	 -0.468797	 0.26124	 -0.449481	 -0.395359	 0.246494	 -0.421352	 -0.321912	 0.231786	 -0.393255	 -0.248445	 0.217064	 -0.36517	 -0.174977	 1.71134	 1.71255	 1.71376	 1.71496	 1.71617	 1.71739	 1.7186	 1.71981	 1.72102	 1.72224	 
0.18	 0.364632	 -0.646911	 -0.909297	 0.349934	 -0.618638	 -0.835896	 0.33511	 -0.590394	 -0.762509	 0.320316	 -0.562171	 -0.689108	 0.30554	 -0.53397	 -0.615694	 0.290769	 -0.505775	 -0.542278	 0.276016	 -0.477628	 -0.468839	 0.261265	 -0.449477	 -0.395402	 0.246523	 -0.421356	 -0.321951	 0.231807	 -0.393256	 -0.248487	 0.21707	 -0.365173	 -0.17502	 1.71004	 1.71125	 1.71246	 1.71367	 1.71489	 1.7161	 1.71731	 1.71853	 1.71974	 1.72096	 
0.19	 0.364643	 -0.646915	 -0.90934	 0.349919	 -0.618644	 -0.835943	 0.335103	 -0.590399	 -0.762555	 0.320305	 -0.562185	 -0.689151	 0.305519	 -0.533972	 -0.615745	 0.290767	 -0.505795	 -0.542317	 0.27602	 -0.47763	 -0.468885	 0.261261	 -0.449483	 -0.395447	 0.24652	 -0.421357	 -0.321998	 0.231796	 -0.393257	 -0.248536	 0.217074	 -0.365171	 -0.175067	 1.70878	 1.70999	 1.71121	 1.71242	 1.71363	 1.71485	 1.71606	 1.71728	 1.71849	 1.71971	 
0.2	 0.364776	 -0.646902	 -0.909366	 0.349897	 -0.618669	 -0.835985	 0.335077	 -0.590415	 -0.762602	 0.320288	 -0.562201	 -0.689196	 0.305514	 -0.533978	 -0.615791	 0.290764	 -0.505805	 -0.542362	 0.275998	 -0.477631	 -0.468936	 0.261228	 -0.449488	 -0.395499	 0.246498	 -0.421361	 -0.322048	 0.231779	 -0.393258	 -0.248586	 0.217073	 -0.365164	 -0.175117	 1.70736	 1.70857	 1.70977	 1.71098	 1.71219	 1.71339	 1.7146	 1.71582	 1.71703	 1.71824	 
0.21	 0.364793	 -0.646924	 -0.909403	 0.349893	 -0.618685	 -0.836029	 0.335112	 -0.590429	 -0.762638	 0.320319	 -0.562202	 -0.689238	 0.30553	 -0.533996	 -0.61583	 0.290741	 -0.505808	 -0.542414	 0.275966	 -0.47764	 -0.468988	 0.26123	 -0.449481	 -0.395551	 0.246527	 -0.421353	 -0.322095	 0.231804	 -0.393244	 -0.248636	 0.217067	 -0.365154	 -0.175172	 1.70602	 1.70723	 1.70843	 1.70964	 1.71085	 1.71205	 1.71326	 1.71447	 1.71569	 1.7169	 
0.22	 0.364763	 -0.646977	 -0.909442	 0.349895	 -0.618684	 -0.836083	 0.335112	 -0.590444	 -0.762686	 0.320314	 -0.562193	 -0.689296	 0.305552	 -0.534	 -0.615877	 0.290786	 -0.505798	 -0.542462	 0.27602	 -0.477637	 -0.469032	 0.261266	 -0.449478	 -0.395598	 0.246506	 -0.42135	 -0.322154	 0.231767	 -0.393237	 -0.248699	 0.217052	 -0.36514	 -0.175234	 1.7046	 1.7058	 1.70701	 1.70822	 1.70943	 1.71064	 1.71185	 1.71307	 1.71428	 1.71549	 
0.23	 0.36472	 -0.646997	 -0.909503	 0.349952	 -0.618683	 -0.836132	 0.335153	 -0.590452	 -0.762735	 0.320335	 -0.562201	 -0.68935	 0.305539	 -0.533994	 -0.615942	 0.290769	 -0.5058	 -0.542526	 0.276016	 -0.477618	 -0.469101	 0.261271	 -0.449469	 -0.395661	 0.246496	 -0.421331	 -0.322223	 0.231742	 -0.393222	 -0.24877	 0.217027	 -0.365126	 -0.175305	 1.70284	 1.70403	 1.70523	 1.70643	 1.70763	 1.70883	 1.71004	 1.71124	 1.71245	 1.71366	 
0.24	 0.364649	 -0.647	 -0.909587	 0.349943	 -0.618703	 -0.836196	 0.335139	 -0.590451	 -0.762809	 0.320353	 -0.562215	 -0.689411	 0.305543	 -0.533982	 -0.616017	 0.290749	 -0.505805	 -0.542598	 0.275974	 -0.477611	 -0.469182	 0.261221	 -0.449465	 -0.395743	 0.246468	 -0.421324	 -0.322303	 0.231715	 -0.393208	 -0.248852	 0.216992	 -0.365112	 -0.175388	 1.7009	 1.70209	 1.70329	 1.70448	 1.70568	 1.70688	 1.70808	 1.70929	 1.7105	 1.71171	 
0.25	 0.364726	 -0.646991	 -0.909658	 0.349905	 -0.618734	 -0.836276	 0.335067	 -0.590465	 -0.762901	 0.320291	 -0.562239	 -0.689498	 0.305502	 -0.533997	 -0.616103	 0.290722	 -0.505807	 -0.542686	 0.275951	 -0.477625	 -0.469265	 0.261185	 -0.449458	 -0.395837	 0.24644	 -0.421327	 -0.322391	 0.231683	 -0.393195	 -0.248947	 0.216946	 -0.365099	 -0.175486	 1.69856	 1.69975	 1.70094	 1.70213	 1.70333	 1.70452	 1.70572	 1.70692	 1.70813	 1.70934	 
0.26	 0.364819	 -0.647009	 -0.909728	 0.349915	 -0.618765	 -0.836358	 0.335109	 -0.590489	 -0.762979	 0.320297	 -0.562248	 -0.689589	 0.305476	 -0.534024	 -0.616194	 0.290665	 -0.505809	 -0.542793	 0.275886	 -0.477645	 -0.469367	 0.261114	 -0.449459	 -0.395947	 0.246366	 -0.421325	 -0.322502	 0.231625	 -0.393188	 -0.249058	 0.21689	 -0.365084	 -0.175599	 1.69575	 1.69692	 1.6981	 1.69928	 1.70046	 1.70164	 1.70283	 1.70403	 1.70523	 1.70644	 
0.27	 0.364875	 -0.647065	 -0.909802	 0.349937	 -0.618782	 -0.836454	 0.335092	 -0.590521	 -0.763077	 0.320243	 -0.562265	 -0.6897	 0.305441	 -0.534046	 -0.6163	 0.290658	 -0.505819	 -0.542898	 0.275888	 -0.477639	 -0.469475	 0.261104	 -0.449464	 -0.396054	 0.246314	 -0.421305	 -0.322627	 0.23157	 -0.393185	 -0.249177	 0.216827	 -0.365069	 -0.175725	 1.69282	 1.694	 1.69519	 1.69638	 1.69757	 1.69876	 1.69996	 1.70116	 1.70236	 1.70357	 
0.28	 0.36477	 -0.647142	 -0.909907	 0.349931	 -0.618798	 -0.836562	 0.335096	 -0.590534	 -0.763185	 0.320275	 -0.562275	 -0.689803	 0.305479	 -0.53404	 -0.616407	 0.290668	 -0.505828	 -0.543006	 0.275856	 -0.477627	 -0.4696	 0.261061	 -0.449471	 -0.396173	 0.246274	 -0.421291	 -0.322754	 0.231529	 -0.393181	 -0.2493	 0.216758	 -0.365052	 -0.175858	 1.68966	 1.69085	 1.69204	 1.69324	 1.69443	 1.69563	 1.69683	 1.69803	 1.69924	 1.70044	 
0.29	 0.364752	 -0.647157	 -0.910018	 0.349971	 -0.618824	 -0.836657	 0.335102	 -0.590542	 -0.763293	 0.320267	 -0.562287	 -0.689913	 0.305445	 -0.53404	 -0.616528	 0.290617	 -0.50583	 -0.543128	 0.275803	 -0.477625	 -0.469725	 0.261017	 -0.44945	 -0.396304	 0.246254	 -0.421281	 -0.322876	 0.231486	 -0.393159	 -0.249431	 0.216685	 -0.365038	 -0.175992	 1.6865	 1.68771	 1.68892	 1.69013	 1.69134	 1.69256	 1.69377	 1.69498	 1.69619	 1.6974	 
0.3	 0.364724	 -0.647142	 -0.910136	 0.349949	 -0.618858	 -0.836755	 0.335078	 -0.590562	 -0.763398	 0.320243	 -0.5623	 -0.69002	 0.305417	 -0.534048	 -0.616637	 0.2906	 -0.505823	 -0.543241	 0.275775	 -0.477634	 -0.469833	 0.260942	 -0.449432	 -0.396432	 0.246142	 -0.421297	 -0.322999	 0.231354	 -0.393149	 -0.249568	 0.216607	 -0.365032	 -0.176117	 1.68368	 1.68491	 1.68615	 1.68738	 1.68861	 1.68984	 1.69106	 1.69228	 1.6935	 1.69472	 
0.31	 0.364791	 -0.647158	 -0.910211	 0.349931	 -0.618878	 -0.836845	 0.335068	 -0.590585	 -0.763486	 0.320194	 -0.562318	 -0.690118	 0.305323	 -0.534073	 -0.616741	 0.290504	 -0.505847	 -0.543346	 0.275707	 -0.477653	 -0.469935	 0.260916	 -0.449446	 -0.396528	 0.246122	 -0.421309	 -0.323093	 0.231305	 -0.393155	 -0.249671	 0.216526	 -0.365039	 -0.176226	 1.68103	 1.68227	 1.68351	 1.68475	 1.68598	 1.68721	 1.68844	 1.68967	 1.69089	 1.69211	 
0.32	 0.364906	 -0.647197	 -0.910254	 0.349883	 -0.618904	 -0.836926	 0.335035	 -0.590623	 -0.763559	 0.320181	 -0.562349	 -0.690189	 0.305327	 -0.534098	 -0.616812	 0.290483	 -0.505884	 -0.543417	 0.275636	 -0.477666	 -0.470025	 0.260817	 -0.449491	 -0.396611	 0.246002	 -0.421326	 -0.323192	 0.231199	 -0.393188	 -0.249761	 0.216438	 -0.365064	 -0.176315	 1.67874	 1.67998	 1.68122	 1.68247	 1.68371	 1.68494	 1.68618	 1.68741	 1.68863	 1.68985	 
0.33	 0.364895	 -0.647246	 -0.910305	 0.349895	 -0.618929	 -0.836982	 0.335037	 -0.590657	 -0.763613	 0.320165	 -0.562381	 -0.690249	 0.305302	 -0.534132	 -0.616872	 0.290433	 -0.505922	 -0.543481	 0.275582	 -0.477699	 -0.470092	 0.260774	 -0.449539	 -0.396669	 0.245961	 -0.421357	 -0.323257	 0.231149	 -0.393231	 -0.249822	 0.216345	 -0.365105	 -0.176386	 1.67693	 1.67817	 1.67941	 1.68065	 1.68189	 1.68312	 1.68436	 1.68559	 1.68681	 1.68803	 
0.34	 0.364757	 -0.647296	 -0.910373	 0.349919	 -0.618948	 -0.837029	 0.335034	 -0.590683	 -0.763663	 0.320142	 -0.56241	 -0.690301	 0.305275	 -0.534178	 -0.616919	 0.29041	 -0.505955	 -0.543532	 0.275569	 -0.477755	 -0.470132	 0.260735	 -0.449575	 -0.396723	 0.245891	 -0.421411	 -0.323309	 0.231061	 -0.393275	 -0.249883	 0.216246	 -0.365157	 -0.176446	 1.67517	 1.67639	 1.67762	 1.67885	 1.68007	 1.6813	 1.68252	 1.68374	 1.68495	 1.68617	 
0.35	 0.364734	 -0.647303	 -0.91043	 0.349936	 -0.618982	 -0.837068	 0.335004	 -0.590711	 -0.763714	 0.320106	 -0.562448	 -0.69035	 0.305234	 -0.534213	 -0.616969	 0.290375	 -0.505982	 -0.543584	 0.275518	 -0.477805	 -0.470179	 0.260643	 -0.44961	 -0.396784	 0.245781	 -0.421472	 -0.323364	 0.230949	 -0.393323	 -0.249943	 0.216145	 -0.365207	 -0.176503	 1.67362	 1.67483	 1.67604	 1.67725	 1.67847	 1.67968	 1.68089	 1.68211	 1.68332	 1.68453	 
0.36	 0.364776	 -0.647279	 -0.910489	 0.34991	 -0.619015	 -0.837118	 0.334975	 -0.590731	 -0.76377	 0.320079	 -0.56249	 -0.690397	 0.305171	 -0.534242	 -0.617028	 0.290281	 -0.50603	 -0.543643	 0.275403	 -0.47784	 -0.470246	 0.260549	 -0.449648	 -0.396846	 0.245729	 -0.421498	 -0.323423	 0.2309	 -0.393355	 -0.249998	 0.216045	 -0.365241	 -0.176567	 1.6721	 1.67331	 1.67452	 1.67573	 1.67694	 1.67815	 1.67936	 1.68057	 1.68179	 1.683	 
0.37	 0.364842	 -0.647301	 -0.91053	 0.34984	 -0.619042	 -0.837185	 0.334903	 -0.590754	 -0.763838	 0.320016	 -0.562516	 -0.690462	 0.305132	 -0.534257	 -0.617094	 0.290248	 -0.506058	 -0.543702	 0.275353	 -0.477854	 -0.470314	 0.260466	 -0.449684	 -0.396912	 0.245619	 -0.421511	 -0.323503	 0.23079	 -0.393379	 -0.250074	 0.215951	 -0.365251	 -0.176646	 1.67025	 1.67144	 1.67264	 1.67384	 1.67504	 1.67624	 1.67744	 1.67865	 1.67986	 1.68107	 
0.38	 0.364915	 -0.647351	 -0.910563	 0.349863	 -0.619049	 -0.837245	 0.334929	 -0.590772	 -0.763894	 0.319983	 -0.562518	 -0.690536	 0.305065	 -0.534275	 -0.617168	 0.290166	 -0.506054	 -0.543788	 0.275296	 -0.477852	 -0.470395	 0.260423	 -0.449673	 -0.396993	 0.245556	 -0.421492	 -0.323591	 0.230708	 -0.393364	 -0.250164	 0.215862	 -0.365232	 -0.176739	 1.66845	 1.66966	 1.67087	 1.67208	 1.67329	 1.6745	 1.67571	 1.67692	 1.67813	 1.67934	 
0.39	 0.364843	 -0.647385	 -0.910632	 0.349863	 -0.61905	 -0.837313	 0.334941	 -0.590772	 -0.763959	 0.319998	 -0.562492	 -0.69061	 0.305078	 -0.534265	 -0.617237	 0.290155	 -0.506017	 -0.543872	 0.275263	 -0.47783	 -0.470477	 0.260374	 -0.449632	 -0.397087	 0.245479	 -0.421462	 -0.323686	 0.23062	 -0.393324	 -0.250265	 0.215781	 -0.365191	 -0.176839	 1.66659	 1.66781	 1.66903	 1.67025	 1.67147	 1.67268	 1.6739	 1.67512	 1.67633	 1.67755	 
0.4	 0.364741	 -0.647387	 -0.910712	 0.349858	 -0.619043	 -0.837376	 0.334896	 -0.590757	 -0.764034	 0.319972	 -0.562473	 -0.690683	 0.305061	 -0.534229	 -0.617314	 0.290145	 -0.505981	 -0.543948	 0.275242	 -0.477784	 -0.47056	 0.260359	 -0.449583	 -0.397168	 0.245463	 -0.421419	 -0.323766	 0.230577	 -0.393274	 -0.250354	 0.215702	 -0.365144	 -0.176934	 1.66483	 1.66606	 1.66729	 1.66851	 1.66974	 1.67096	 1.67218	 1.6734	 1.67462	 1.67584	 
0.41	 0.364705	 -0.647375	 -0.910766	 0.349861	 -0.619043	 -0.837418	 0.334919	 -0.590735	 -0.76408	 0.319994	 -0.562459	 -0.690727	 0.305039	 -0.534184	 -0.617378	 0.290094	 -0.505965	 -0.544007	 0.275161	 -0.477741	 -0.470635	 0.260272	 -0.449552	 -0.397241	 0.245389	 -0.421382	 -0.323837	 0.230497	 -0.393235	 -0.250427	 0.215624	 -0.365109	 -0.177005	 1.66379	 1.66504	 1.6663	 1.66755	 1.6688	 1.67004	 1.67128	 1.67251	 1.67374	 1.67496	 
0.42	 0.364853	 -0.647336	 -0.910768	 0.34984	 -0.619047	 -0.837437	 0.334865	 -0.590737	 -0.764107	 0.319897	 -0.562463	 -0.690761	 0.304946	 -0.534177	 -0.617416	 0.29004	 -0.505964	 -0.544035	 0.27513	 -0.477726	 -0.470663	 0.260214	 -0.44954	 -0.397273	 0.245306	 -0.421378	 -0.323872	 0.230395	 -0.393228	 -0.250467	 0.215542	 -0.365104	 -0.17704	 1.66333	 1.6646	 1.66586	 1.66713	 1.66839	 1.66964	 1.67089	 1.67213	 1.67336	 1.67458	 
0.43	 0.364865	 -0.647344	 -0.910748	 0.349782	 -0.619051	 -0.837434	 0.334836	 -0.590752	 -0.764093	 0.319865	 -0.562468	 -0.690752	 0.304911	 -0.534208	 -0.617398	 0.289979	 -0.505981	 -0.544027	 0.27505	 -0.477765	 -0.470651	 0.260126	 -0.449567	 -0.397267	 0.245232	 -0.421417	 -0.323858	 0.230327	 -0.393262	 -0.250454	 0.215454	 -0.365139	 -0.177031	 1.66373	 1.66501	 1.66629	 1.66756	 1.66883	 1.67009	 1.67134	 1.67258	 1.67382	 1.67504	 
0.44	 0.364854	 -0.647394	 -0.910691	 0.349778	 -0.619057	 -0.837392	 0.334799	 -0.59078	 -0.76405	 0.31982	 -0.56249	 -0.690712	 0.304872	 -0.534259	 -0.617346	 0.28992	 -0.506023	 -0.543982	 0.274971	 -0.477826	 -0.470603	 0.260053	 -0.449626	 -0.397218	 0.245165	 -0.421478	 -0.323808	 0.230272	 -0.39333	 -0.250399	 0.21536	 -0.365212	 -0.176982	 1.66504	 1.66633	 1.66761	 1.66889	 1.67016	 1.67143	 1.67268	 1.67393	 1.67517	 1.67639	 
0.45	 0.364745	 -0.647404	 -0.910651	 0.349777	 -0.619068	 -0.83733	 0.334778	 -0.590805	 -0.763986	 0.319803	 -0.562531	 -0.690642	 0.304859	 -0.534302	 -0.617274	 0.289903	 -0.506083	 -0.543905	 0.274935	 -0.477885	 -0.47053	 0.259988	 -0.449713	 -0.39714	 0.245056	 -0.421554	 -0.323743	 0.230165	 -0.393429	 -0.250324	 0.215261	 -0.365311	 -0.176906	 1.66658	 1.66785	 1.6691	 1.67036	 1.67161	 1.67286	 1.6741	 1.67534	 1.67657	 1.67779	 
0.46	 0.364634	 -0.647374	 -0.910625	 0.349784	 -0.619074	 -0.837265	 0.334768	 -0.590814	 -0.763924	 0.319768	 -0.562571	 -0.690573	 0.304787	 -0.534341	 -0.617213	 0.289829	 -0.506152	 -0.543832	 0.274894	 -0.477953	 -0.470451	 0.259961	 -0.449803	 -0.39705	 0.245014	 -0.42164	 -0.323658	 0.230091	 -0.393531	 -0.250239	 0.215158	 -0.36542	 -0.176824	 1.66825	 1.66948	 1.6707	 1.67193	 1.67315	 1.67438	 1.6756	 1.67682	 1.67804	 1.67926	 
