Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 
0.09	 0.381	 0.678	 -0.99	 0.377484	 0.671841	 -0.973569	 0.373928	 0.665691	 -0.957144	 0.370353	 0.659522	 -0.940729	 0.366827	 0.65336	 -0.924302	 0.363336	 0.647225	 -0.907858	 1.754	 1.75397	 1.75395	 1.75389	 1.75388	 
0.1	 0.381	 0.678	 -0.99	 0.377396	 0.671889	 -0.973577	 0.373929	 0.665693	 -0.957157	 0.370451	 0.659501	 -0.940738	 0.366868	 0.653367	 -0.924319	 0.363281	 0.647237	 -0.907901	 1.75304	 1.75301	 1.75298	 1.75294	 1.75291	 
0.11	 0.381	 0.678	 -0.99	 0.37739	 0.671873	 -0.973593	 0.373887	 0.665702	 -0.95718	 0.370466	 0.659516	 -0.940755	 0.366911	 0.653372	 -0.924343	 0.363235	 0.647255	 -0.907947	 1.75182	 1.75179	 1.75177	 1.75172	 1.75175	 
0.12	 0.381	 0.678	 -0.99	 0.377431	 0.671835	 -0.973609	 0.373933	 0.665704	 -0.95719	 0.370441	 0.659559	 -0.940775	 0.36689	 0.6534	 -0.924379	 0.36332	 0.647256	 -0.907981	 1.75035	 1.75032	 1.7503	 1.75025	 1.75024	 
0.13	 0.381	 0.678	 -0.99	 0.377507	 0.671827	 -0.973607	 0.373955	 0.665688	 -0.957214	 0.370348	 0.659585	 -0.94082	 0.366825	 0.653433	 -0.924426	 0.36339	 0.647228	 -0.908034	 1.74874	 1.74871	 1.74868	 1.74866	 1.74863	 
0.14	 0.381	 0.678	 -0.99	 0.377583	 0.671829	 -0.973603	 0.373951	 0.665709	 -0.957233	 0.370324	 0.659596	 -0.940859	 0.366866	 0.653434	 -0.924468	 0.363428	 0.647254	 -0.908079	 1.74703	 1.747	 1.74696	 1.74693	 1.7469	 
0.15	 0.381	 0.678	 -0.99	 0.377506	 0.671857	 -0.973621	 0.373957	 0.665725	 -0.957251	 0.370384	 0.659573	 -0.940893	 0.36687	 0.653425	 -0.924522	 0.363398	 0.647304	 -0.908131	 1.74519	 1.74515	 1.74514	 1.74507	 1.74507	 
0.16	 0.381	 0.678	 -0.99	 0.377404	 0.671903	 -0.973639	 0.373952	 0.665721	 -0.95728	 0.370488	 0.659548	 -0.940919	 0.366917	 0.653441	 -0.924557	 0.363346	 0.647334	 -0.908196	 1.74338	 1.74336	 1.74333	 1.7433	 1.74327	 
0.17	 0.381	 0.678	 -0.99	 0.3774	 0.671895	 -0.973656	 0.373919	 0.665741	 -0.957305	 0.370522	 0.659572	 -0.940941	 0.366979	 0.65345	 -0.924592	 0.363302	 0.647355	 -0.908261	 1.74161	 1.74158	 1.74158	 1.74153	 1.74157	 
0.18	 0.381	 0.678	 -0.99	 0.377444	 0.671857	 -0.973673	 0.373963	 0.665746	 -0.957318	 0.370493	 0.659617	 -0.940968	 0.366956	 0.653472	 -0.924639	 0.363391	 0.647348	 -0.908307	 1.73984	 1.73981	 1.7398	 1.73976	 1.73975	 
0.19	 0.381	 0.678	 -0.99	 0.377515	 0.671843	 -0.973675	 0.373971	 0.665727	 -0.957348	 0.37037	 0.659649	 -0.941019	 0.366862	 0.65352	 -0.924689	 0.363454	 0.647333	 -0.90836	 1.73814	 1.73812	 1.7381	 1.73808	 1.73805	 
0.2	 0.381	 0.678	 -0.99	 0.377604	 0.671842	 -0.973669	 0.373983	 0.665741	 -0.957365	 0.370366	 0.659656	 -0.941054	 0.366927	 0.653522	 -0.924724	 0.363513	 0.647362	 -0.908398	 1.73648	 1.73645	 1.73642	 1.73639	 1.73637	 
0.21	 0.381	 0.678	 -0.99	 0.377521	 0.671881	 -0.973684	 0.373979	 0.665773	 -0.957378	 0.370418	 0.659638	 -0.941087	 0.36692	 0.653507	 -0.92478	 0.363458	 0.647409	 -0.908454	 1.73471	 1.73468	 1.73467	 1.7346	 1.73459	 
0.22	 0.381	 0.678	 -0.99	 0.377411	 0.671938	 -0.9737	 0.373982	 0.665778	 -0.957401	 0.370536	 0.659616	 -0.941108	 0.366967	 0.653521	 -0.924816	 0.3634	 0.647434	 -0.908521	 1.73295	 1.73292	 1.7329	 1.73286	 1.73283	 
0.23	 0.381	 0.678	 -0.99	 0.377405	 0.671921	 -0.97372	 0.37394	 0.665786	 -0.957434	 0.370563	 0.659639	 -0.941133	 0.367028	 0.653541	 -0.924848	 0.363358	 0.647467	 -0.908584	 1.73111	 1.73108	 1.73107	 1.73102	 1.73106	 
0.24	 0.381	 0.678	 -0.99	 0.377449	 0.671866	 -0.973745	 0.373961	 0.665782	 -0.957458	 0.370495	 0.659686	 -0.941171	 0.366977	 0.65357	 -0.924903	 0.363426	 0.647472	 -0.908636	 1.72916	 1.72913	 1.72911	 1.72907	 1.72906	 
0.25	 0.381	 0.678	 -0.99	 0.377543	 0.671861	 -0.973741	 0.374015	 0.665771	 -0.957479	 0.370415	 0.659723	 -0.941217	 0.366919	 0.653616	 -0.924955	 0.363533	 0.64745	 -0.908692	 1.7272	 1.72717	 1.72716	 1.72714	 1.72711	 
0.26	 0.381	 0.678	 -0.99	 0.377617	 0.671878	 -0.973733	 0.374001	 0.665798	 -0.957501	 0.370378	 0.65973	 -0.941266	 0.366942	 0.653613	 -0.925009	 0.363541	 0.647469	 -0.908755	 1.72524	 1.72521	 1.72517	 1.72514	 1.72514	 
0.27	 0.381	 0.678	 -0.99	 0.377531	 0.671913	 -0.973752	 0.373999	 0.665829	 -0.957518	 0.370459	 0.65971	 -0.941298	 0.366969	 0.653601	 -0.925064	 0.363495	 0.647536	 -0.90881	 1.72322	 1.72319	 1.72319	 1.72311	 1.7231	 
0.28	 0.381	 0.678	 -0.99	 0.377394	 0.671953	 -0.973781	 0.373984	 0.665815	 -0.957554	 0.370561	 0.659682	 -0.941328	 0.366991	 0.653626	 -0.925104	 0.36342	 0.64758	 -0.908878	 1.72135	 1.72132	 1.7213	 1.72127	 1.72123	 
0.29	 0.381	 0.678	 -0.99	 0.377403	 0.671939	 -0.973797	 0.373952	 0.665825	 -0.957583	 0.370587	 0.659713	 -0.941349	 0.367058	 0.653653	 -0.925132	 0.363395	 0.6476	 -0.90894	 1.71954	 1.7195	 1.7195	 1.71944	 1.7195	 
0.3	 0.381	 0.678	 -0.99	 0.377481	 0.671895	 -0.97381	 0.37398	 0.665846	 -0.957594	 0.370504	 0.659775	 -0.941381	 0.367	 0.653666	 -0.925189	 0.363456	 0.647579	 -0.908998	 1.71774	 1.71772	 1.71771	 1.71767	 1.71767	 
0.31	 0.381	 0.678	 -0.99	 0.377566	 0.671892	 -0.973805	 0.374033	 0.665836	 -0.957611	 0.370412	 0.659806	 -0.941427	 0.36692	 0.653704	 -0.925241	 0.363568	 0.647551	 -0.909046	 1.71605	 1.71602	 1.71601	 1.716	 1.71599	 
0.32	 0.381	 0.678	 -0.99	 0.377613	 0.671906	 -0.973802	 0.374005	 0.66584	 -0.957641	 0.370383	 0.659796	 -0.941475	 0.366947	 0.653715	 -0.925283	 0.363562	 0.647596	 -0.909095	 1.7143	 1.71427	 1.71424	 1.7142	 1.7142	 
0.33	 0.381	 0.678	 -0.99	 0.377525	 0.671931	 -0.973825	 0.374005	 0.66586	 -0.95766	 0.370505	 0.65976	 -0.941502	 0.367026	 0.653689	 -0.92533	 0.363519	 0.647667	 -0.909145	 1.71238	 1.71234	 1.71233	 1.71226	 1.71224	 
0.34	 0.381	 0.678	 -0.99	 0.377373	 0.671978	 -0.973854	 0.373986	 0.665864	 -0.957692	 0.370589	 0.659743	 -0.941534	 0.367012	 0.653703	 -0.925385	 0.363423	 0.647686	 -0.90923	 1.71043	 1.7104	 1.71037	 1.71033	 1.7103	 
0.35	 0.381	 0.678	 -0.99	 0.377415	 0.671964	 -0.973865	 0.373982	 0.665868	 -0.95772	 0.370614	 0.659778	 -0.941559	 0.367082	 0.653727	 -0.925419	 0.363436	 0.647673	 -0.909305	 1.70836	 1.70832	 1.70832	 1.70824	 1.70829	 
0.36	 0.381	 0.678	 -0.99	 0.377519	 0.671897	 -0.973882	 0.373987	 0.665874	 -0.957746	 0.370488	 0.659837	 -0.941608	 0.367012	 0.653744	 -0.925486	 0.363497	 0.647663	 -0.909368	 1.7063	 1.70627	 1.70626	 1.70621	 1.70621	 
0.37	 0.381	 0.678	 -0.99	 0.377593	 0.67189	 -0.973882	 0.374053	 0.665858	 -0.957764	 0.370413	 0.659856	 -0.941657	 0.366937	 0.653778	 -0.925542	 0.363618	 0.647653	 -0.909412	 1.70448	 1.70446	 1.70446	 1.70444	 1.70446	 
0.38	 0.381	 0.678	 -0.99	 0.377608	 0.671939	 -0.973872	 0.374034	 0.665876	 -0.957785	 0.370427	 0.65984	 -0.941695	 0.366981	 0.653786	 -0.925576	 0.363597	 0.647691	 -0.90946	 1.70286	 1.70283	 1.70282	 1.70279	 1.70281	 
0.39	 0.381	 0.678	 -0.99	 0.377494	 0.671976	 -0.973892	 0.373981	 0.665917	 -0.9578	 0.370521	 0.659813	 -0.941713	 0.367034	 0.653754	 -0.925615	 0.363476	 0.647759	 -0.909509	 1.70148	 1.70146	 1.70146	 1.70143	 1.70139	 
0.4	 0.381	 0.678	 -0.99	 0.37736	 0.671997	 -0.973922	 0.373991	 0.665914	 -0.957815	 0.370623	 0.659809	 -0.941717	 0.367039	 0.653781	 -0.925636	 0.363421	 0.647792	 -0.909549	 1.70043	 1.7004	 1.70037	 1.70036	 1.70033	 
0.41	 0.381	 0.678	 -0.99	 0.377413	 0.671967	 -0.973929	 0.373979	 0.665894	 -0.95784	 0.370579	 0.65985	 -0.941732	 0.367041	 0.653829	 -0.925647	 0.363433	 0.647777	 -0.909588	 1.6994	 1.69936	 1.69936	 1.69927	 1.6993	 
0.42	 0.381	 0.678	 -0.99	 0.377568	 0.671907	 -0.973925	 0.373992	 0.665912	 -0.957844	 0.37045	 0.659913	 -0.941758	 0.367	 0.653838	 -0.92568	 0.363519	 0.647758	 -0.909611	 1.6984	 1.69837	 1.69836	 1.69831	 1.69829	 
0.43	 0.381	 0.678	 -0.99	 0.377609	 0.671916	 -0.97392	 0.374041	 0.665914	 -0.957847	 0.370375	 0.659916	 -0.941795	 0.366905	 0.65384	 -0.92573	 0.363595	 0.647741	 -0.909638	 1.6974	 1.69736	 1.69736	 1.69732	 1.69737	 
0.44	 0.381	 0.678	 -0.99	 0.377564	 0.671975	 -0.973916	 0.374025	 0.66591	 -0.957869	 0.370438	 0.659872	 -0.941824	 0.366959	 0.653844	 -0.92575	 0.363559	 0.647781	 -0.909673	 1.69619	 1.69615	 1.69615	 1.69609	 1.69611	 
0.45	 0.381	 0.678	 -0.99	 0.377454	 0.671991	 -0.973943	 0.373962	 0.665925	 -0.957896	 0.370557	 0.659829	 -0.941841	 0.367054	 0.653809	 -0.925779	 0.363423	 0.647844	 -0.909725	 1.69491	 1.69488	 1.69486	 1.69484	 1.69481	 
0.46	 0.381	 0.678	 -0.99	 0.377354	 0.671985	 -0.973977	 0.373979	 0.665923	 -0.957913	 0.370629	 0.659835	 -0.941854	 0.367049	 0.653811	 -0.92582	 0.363401	 0.647838	 -0.909782	 1.69358	 1.69355	 1.69352	 1.69349	 1.69349	 
0.47	 0.381	 0.678	 -0.99	 0.377434	 0.671965	 -0.973977	 0.37399	 0.665912	 -0.957935	 0.370535	 0.65989	 -0.941884	 0.366993	 0.653856	 -0.925857	 0.363452	 0.647775	 -0.909847	 1.69206	 1.69202	 1.69201	 1.69193	 1.69192	 
0.48	 0.381	 0.678	 -0.99	 0.377622	 0.671914	 -0.973967	 0.37401	 0.665923	 -0.957949	 0.370415	 0.659935	 -0.941926	 0.366987	 0.653855	 -0.925902	 0.363559	 0.647748	 -0.909888	 1.69058	 1.69055	 1.69052	 1.69048	 1.69044	 
0.49	 0.381	 0.678	 -0.99	 0.377619	 0.671919	 -0.973976	 0.374028	 0.665925	 -0.957966	 0.370364	 0.659921	 -0.941977	 0.36691	 0.653852	 -0.925965	 0.363586	 0.647784	 -0.909925	 1.68903	 1.68899	 1.68899	 1.68891	 1.68897	 
0.5	 0.381	 0.678	 -0.99	 0.377509	 0.671993	 -0.973984	 0.374031	 0.665917	 -0.957992	 0.370498	 0.659866	 -0.942003	 0.366983	 0.653864	 -0.925991	 0.363544	 0.64784	 -0.909971	 1.68733	 1.6873	 1.6873	 1.68723	 1.68725	 
0.51	 0.381	 0.678	 -0.99	 0.377403	 0.67202	 -0.97401	 0.373944	 0.665944	 -0.958025	 0.370589	 0.659849	 -0.942026	 0.367065	 0.653845	 -0.926028	 0.363381	 0.647884	 -0.910051	 1.68569	 1.68567	 1.68566	 1.68564	 1.68565	 
0.52	 0.381	 0.678	 -0.99	 0.377376	 0.671985	 -0.974041	 0.373966	 0.665958	 -0.95804	 0.370608	 0.659887	 -0.942045	 0.367048	 0.653846	 -0.926082	 0.363385	 0.647865	 -0.910119	 1.68397	 1.68393	 1.68392	 1.68387	 1.68392	 
0.53	 0.381	 0.678	 -0.99	 0.37749	 0.671949	 -0.974043	 0.374027	 0.665928	 -0.958063	 0.370503	 0.659943	 -0.942085	 0.366972	 0.653906	 -0.926127	 0.363516	 0.647813	 -0.910174	 1.68214	 1.68212	 1.6821	 1.68205	 1.68201	 
0.54	 0.381	 0.678	 -0.99	 0.377647	 0.671918	 -0.974033	 0.374009	 0.665922	 -0.958095	 0.370358	 0.659963	 -0.942148	 0.366942	 0.653916	 -0.926181	 0.363578	 0.647808	 -0.910227	 1.68044	 1.68041	 1.68037	 1.68034	 1.68032	 
0.55	 0.381	 0.678	 -0.99	 0.377612	 0.671944	 -0.974043	 0.374015	 0.665951	 -0.958109	 0.370393	 0.659933	 -0.94219	 0.366952	 0.653885	 -0.926242	 0.36357	 0.647867	 -0.910271	 1.67862	 1.67857	 1.67857	 1.67846	 1.6785	 
0.56	 0.381	 0.678	 -0.99	 0.377425	 0.672029	 -0.974065	 0.374001	 0.66596	 -0.958134	 0.370535	 0.659886	 -0.942214	 0.366974	 0.653895	 -0.926285	 0.36346	 0.647922	 -0.910338	 1.6768	 1.67676	 1.67676	 1.67669	 1.67667	 
0.57	 0.381	 0.678	 -0.99	 0.377365	 0.672047	 -0.974084	 0.373952	 0.665977	 -0.958164	 0.370625	 0.659905	 -0.942226	 0.367065	 0.653924	 -0.926304	 0.363351	 0.64796	 -0.91041	 1.6751	 1.67506	 1.67506	 1.67501	 1.67508	 
0.58	 0.381	 0.678	 -0.99	 0.377429	 0.671977	 -0.974109	 0.373946	 0.665996	 -0.958183	 0.370537	 0.659985	 -0.942252	 0.36701	 0.653958	 -0.926353	 0.363366	 0.64797	 -0.910466	 1.67329	 1.67325	 1.67327	 1.67319	 1.67325	 
0.59	 0.381	 0.678	 -0.99	 0.377546	 0.67195	 -0.974106	 0.374017	 0.665993	 -0.958192	 0.370395	 0.660062	 -0.942291	 0.366887	 0.65404	 -0.926398	 0.363521	 0.647968	 -0.910493	 1.67161	 1.67159	 1.67158	 1.67157	 1.67154	 
0.6	 0.381	 0.678	 -0.99	 0.377636	 0.671984	 -0.974084	 0.374005	 0.666007	 -0.958213	 0.370312	 0.660076	 -0.942338	 0.366866	 0.654081	 -0.926433	 0.363534	 0.648011	 -0.910531	 1.67008	 1.67004	 1.67003	 1.67	 1.67003	 
0.61	 0.381	 0.678	 -0.99	 0.37755	 0.672032	 -0.974095	 0.37396	 0.666056	 -0.958225	 0.370405	 0.660043	 -0.942361	 0.366935	 0.654053	 -0.92647	 0.363428	 0.648113	 -0.910568	 1.66855	 1.66852	 1.66851	 1.66844	 1.66842	 
0.62	 0.381	 0.678	 -0.99	 0.377342	 0.672083	 -0.974132	 0.373945	 0.666071	 -0.958241	 0.370551	 0.660023	 -0.942364	 0.366947	 0.654072	 -0.926496	 0.363312	 0.648184	 -0.910612	 1.66736	 1.66734	 1.66732	 1.66729	 1.66725	 
0.63	 0.381	 0.678	 -0.99	 0.37733	 0.672069	 -0.974146	 0.373931	 0.666048	 -0.958267	 0.37057	 0.660053	 -0.942369	 0.366975	 0.654121	 -0.926499	 0.36329	 0.648168	 -0.910658	 1.6664	 1.66636	 1.66636	 1.66628	 1.66634	 
0.64	 0.381	 0.678	 -0.99	 0.377499	 0.671983	 -0.974146	 0.373917	 0.666053	 -0.958278	 0.370403	 0.660127	 -0.942393	 0.366916	 0.654135	 -0.926527	 0.36335	 0.648131	 -0.910683	 1.66564	 1.66561	 1.66563	 1.66555	 1.66557	 
0.65	 0.381	 0.678	 -0.99	 0.377613	 0.67196	 -0.974132	 0.374003	 0.666055	 -0.958262	 0.370303	 0.660151	 -0.942414	 0.366828	 0.654137	 -0.926555	 0.363504	 0.648104	 -0.910671	 1.66536	 1.66534	 1.66534	 1.66533	 1.66536	 
0.66	 0.381	 0.678	 -0.99	 0.377571	 0.672035	 -0.974113	 0.373988	 0.666049	 -0.958269	 0.370308	 0.660099	 -0.942433	 0.366807	 0.654137	 -0.926562	 0.363458	 0.648123	 -0.910677	 1.66525	 1.66522	 1.66525	 1.66517	 1.66528	 
0.67	 0.381	 0.678	 -0.99	 0.377447	 0.67208	 -0.974123	 0.373908	 0.666069	 -0.958277	 0.370449	 0.660035	 -0.942423	 0.366924	 0.654087	 -0.92655	 0.363284	 0.648183	 -0.910687	 1.66537	 1.66536	 1.66535	 1.66534	 1.66531	 
0.68	 0.381	 0.678	 -0.99	 0.377312	 0.672067	 -0.974156	 0.373907	 0.666078	 -0.95827	 0.370566	 0.660035	 -0.94239	 0.366957	 0.654076	 -0.926538	 0.363218	 0.648204	 -0.910683	 1.66578	 1.66575	 1.66574	 1.66572	 1.66576	 
0.69	 0.381	 0.678	 -0.99	 0.377356	 0.672032	 -0.974157	 0.373926	 0.666046	 -0.958272	 0.370472	 0.66009	 -0.942382	 0.366865	 0.654131	 -0.926527	 0.363267	 0.648132	 -0.910686	 1.66611	 1.66607	 1.66606	 1.66597	 1.66597	 
0.7	 0.381	 0.678	 -0.99	 0.37758	 0.671977	 -0.974124	 0.373933	 0.666045	 -0.958265	 0.370295	 0.660146	 -0.942391	 0.366828	 0.654144	 -0.926518	 0.363375	 0.648075	 -0.910668	 1.66655	 1.66651	 1.6665	 1.66645	 1.6664	 
0.71	 0.381	 0.678	 -0.99	 0.377627	 0.671975	 -0.974111	 0.373941	 0.666066	 -0.958249	 0.37021	 0.660132	 -0.942406	 0.366755	 0.654108	 -0.926536	 0.363404	 0.648096	 -0.910638	 1.66704	 1.66699	 1.66699	 1.6669	 1.66697	 
0.72	 0.381	 0.678	 -0.99	 0.377472	 0.672059	 -0.974111	 0.373955	 0.666053	 -0.958245	 0.370353	 0.66005	 -0.942396	 0.366788	 0.654097	 -0.926521	 0.36334	 0.648146	 -0.910619	 1.66735	 1.6673	 1.66733	 1.66721	 1.66728	 
0.73	 0.381	 0.678	 -0.99	 0.377329	 0.672094	 -0.974127	 0.373861	 0.666043	 -0.958263	 0.370477	 0.659999	 -0.942379	 0.366884	 0.654078	 -0.926494	 0.36315	 0.648176	 -0.910635	 1.66781	 1.66778	 1.66778	 1.66776	 1.66777	 
0.74	 0.381	 0.678	 -0.99	 0.377323	 0.672032	 -0.974149	 0.373853	 0.666058	 -0.958254	 0.370495	 0.660042	 -0.942351	 0.366909	 0.654066	 -0.926483	 0.363141	 0.648157	 -0.910631	 1.66818	 1.66813	 1.66816	 1.66808	 1.66822	 
0.75	 0.381	 0.678	 -0.99	 0.377437	 0.67198	 -0.974141	 0.373927	 0.666037	 -0.958241	 0.37035	 0.66011	 -0.94235	 0.36677	 0.654109	 -0.926488	 0.363277	 0.648075	 -0.91062	 1.66844	 1.66842	 1.6684	 1.66837	 1.66833	 
0.76	 0.381	 0.678	 -0.99	 0.377612	 0.671973	 -0.974102	 0.37394	 0.666018	 -0.958241	 0.370197	 0.660124	 -0.942373	 0.366718	 0.65413	 -0.926483	 0.363366	 0.648039	 -0.910603	 1.66886	 1.66882	 1.66881	 1.66879	 1.66879	 
0.77	 0.381	 0.678	 -0.99	 0.377598	 0.672001	 -0.974092	 0.373907	 0.666052	 -0.958231	 0.370222	 0.660082	 -0.942376	 0.366757	 0.654085	 -0.926483	 0.363311	 0.648112	 -0.910576	 1.66915	 1.66911	 1.66909	 1.66899	 1.66901	 
0.78	 0.381	 0.678	 -0.99	 0.377365	 0.672075	 -0.974114	 0.373894	 0.666064	 -0.958224	 0.370397	 0.660014	 -0.942354	 0.366783	 0.654058	 -0.926476	 0.363185	 0.648167	 -0.910569	 1.66949	 1.66946	 1.66946	 1.66938	 1.66934	 
0.79	 0.381	 0.678	 -0.99	 0.377255	 0.672104	 -0.974124	 0.373846	 0.666054	 -0.958231	 0.370484	 0.660013	 -0.942324	 0.366828	 0.654082	 -0.926441	 0.363064	 0.64815	 -0.910583	 1.67015	 1.6701	 1.67009	 1.67003	 1.67009	 
0.8	 0.381	 0.678	 -0.99	 0.377387	 0.672013	 -0.974123	 0.37384	 0.666056	 -0.95822	 0.370398	 0.660085	 -0.942299	 0.366837	 0.654088	 -0.926415	 0.363115	 0.648105	 -0.910562	 1.67076	 1.67072	 1.67077	 1.67064	 1.67076	 
0.81	 0.381	 0.678	 -0.99	 0.377527	 0.671941	 -0.974112	 0.373903	 0.666039	 -0.958199	 0.370211	 0.660137	 -0.942301	 0.366684	 0.654111	 -0.926412	 0.363278	 0.648064	 -0.910506	 1.67176	 1.67174	 1.67174	 1.67174	 1.67173	 
0.82	 0.381	 0.678	 -0.99	 0.377584	 0.671981	 -0.974075	 0.373919	 0.666007	 -0.958189	 0.370134	 0.660094	 -0.942308	 0.366624	 0.654116	 -0.926389	 0.363318	 0.648049	 -0.910459	 1.67303	 1.67299	 1.67302	 1.67297	 1.67311	 
0.83	 0.381	 0.678	 -0.99	 0.377505	 0.672045	 -0.974059	 0.373859	 0.666035	 -0.958173	 0.370259	 0.660014	 -0.942281	 0.366744	 0.654044	 -0.92635	 0.363182	 0.648098	 -0.910422	 1.67431	 1.67429	 1.67428	 1.67423	 1.67421	 
0.84	 0.381	 0.678	 -0.99	 0.37729	 0.672072	 -0.974086	 0.373831	 0.666055	 -0.95815	 0.370425	 0.659965	 -0.94223	 0.36678	 0.653986	 -0.926321	 0.363025	 0.648118	 -0.910396	 1.67588	 1.67585	 1.67585	 1.67583	 1.6758	 
0.85	 0.381	 0.678	 -0.99	 0.377246	 0.672048	 -0.974094	 0.373851	 0.666006	 -0.958142	 0.370458	 0.659981	 -0.942184	 0.366773	 0.65402	 -0.926267	 0.363034	 0.648049	 -0.910365	 1.67745	 1.67741	 1.67739	 1.6773	 1.67734	 
0.86	 0.381	 0.678	 -0.99	 0.377447	 0.671954	 -0.974074	 0.373823	 0.66598	 -0.958136	 0.370257	 0.660049	 -0.94217	 0.366718	 0.654045	 -0.926226	 0.363114	 0.64798	 -0.910319	 1.67885	 1.6788	 1.67883	 1.6787	 1.67872	 
0.87	 0.381	 0.678	 -0.99	 0.377605	 0.671908	 -0.974045	 0.373888	 0.665995	 -0.958095	 0.370122	 0.660075	 -0.942159	 0.366639	 0.654018	 -0.926211	 0.363263	 0.647952	 -0.910243	 1.68046	 1.68042	 1.68041	 1.68037	 1.68038	 
0.88	 0.381	 0.678	 -0.99	 0.377532	 0.671998	 -0.974017	 0.373899	 0.665994	 -0.958072	 0.370132	 0.660005	 -0.942151	 0.366573	 0.653994	 -0.926192	 0.363222	 0.647951	 -0.910199	 1.68186	 1.6818	 1.68186	 1.68172	 1.6819	 
0.89	 0.381	 0.678	 -0.99	 0.37739	 0.672076	 -0.974009	 0.37382	 0.666003	 -0.958065	 0.370303	 0.659923	 -0.942112	 0.366714	 0.65395	 -0.926135	 0.363045	 0.647996	 -0.91017	 1.68326	 1.68324	 1.68324	 1.68321	 1.68317	 
0.9	 0.381	 0.678	 -0.99	 0.377249	 0.67204	 -0.974043	 0.373775	 0.666008	 -0.958052	 0.370421	 0.659909	 -0.94206	 0.366775	 0.65391	 -0.926094	 0.362924	 0.648018	 -0.910135	 1.68486	 1.68482	 1.68484	 1.68481	 1.6849	 
0.91	 0.381	 0.678	 -0.99	 0.37727	 0.671976	 -0.974052	 0.373821	 0.665959	 -0.958039	 0.370355	 0.659955	 -0.942025	 0.366682	 0.65395	 -0.926057	 0.363005	 0.647935	 -0.910095	 1.6863	 1.68627	 1.68625	 1.68616	 1.68618	 
